Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
platos de ducha de gresite;8;8;0;50;0.42;http://tenders.es/pregunta/mejor-ducha-con-plato-o-de-obra_892/;0.08;0.03;0.69;29000;0.71,0.71,0.71,0.71,0.71,0.71,0.99,0.99,0.56,0.43,0.71,0.99
escayola o pladur;8;9;1;50;0.00;http://tenders.es/pregunta/pladur-o-escayola-en-el-techo_346/;0.08;0.00;0.04;372000;0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.21,0.50,0.99,0.50,0.79
presupuesto pladur;9;8;-1;50;1.72;http://tenders.es/presupuesto/teruel/el-vallecillo/colocar-techo-pladur-80-m2_6547/;0.08;0.12;0.28;420000;0.99,0.56,0.71,0.71,0.71,0.56,0.99,0.71,0.71,0.71,0.99,0.99
presupuesto pladur;8;9;1;50;1.72;http://tenders.es/presupuesto/madrid/madrid/montar-tres-tabiques-de-pladur-con-puertas_2994/;0.08;0.12;0.28;420000;0.99,0.56,0.71,0.71,0.71,0.56,0.99,0.71,0.71,0.71,0.99,0.99
presupuesto pladur;10;10;0;50;1.72;http://tenders.es/pregunta/precio-por-metro-de-pladur-colocado_183/;0.08;0.12;0.28;420000;0.99,0.56,0.71,0.71,0.71,0.56,0.99,0.71,0.71,0.71,0.99,0.99
precio metro cuadrado tarima flotante;6;8;2;30;1.54;http://tenders.es/presupuesto/madrid/madrid/instalar-tarima-flotante-en-piso-de-90m2_11162/;0.08;0.11;0.85;39000;0.75,0.25,0.50,0.25,0.50,0.25,0.75,0.99,0.75,0.50,0.99,0.99
precio metro cuadrado de pladur;10;8;-2;50;0.77;http://tenders.es/pregunta/precio-por-metro-de-pladur-colocado_183/;0.08;0.05;0.14;47000;0.71,0.43,0.28,0.43,0.43,0.56,0.99,0.56,0.71,0.99,0.99,0.71
reformas presupuestos;10;8;-2;50;3.66;http://tenders.es/;0.08;0.26;0.92;12500000;0.36,0.18,0.18,0.18,0.36,0.27,0.27,0.36,0.45,0.64,0.82,0.99
aislamiento acustico techo;6;5;-1;30;1.53;http://tenders.es/pregunta/como-puedo-alislar-de-ruidos-al-vecino-de-arriba-teniendo-falso-techo-de-escayola_692/;0.08;0.11;0.91;71000;0.60,0.60,0.40,0.40,0.20,0.40,0.40,0.60,0.60,0.80,0.60,0.99
presupuestos reformas integrales;9;14;5;50;3.37;http://tenders.es/presupuesto/madrid/madrid/reforma-integral-piso-60m2_1571/;0.08;0.24;0.95;410000;0.43,0.43,0.43,0.56,0.28,0.56,0.99,0.99,0.99,0.71,0.71,0.71
precio pintura azulejos;9;9;0;50;0.19;http://tenders.es/pregunta/se-quedan-bien-los-azulejos-tapados-cn-pintura_69/;0.08;0.01;0.71;450000;0.45,0.36,0.36,0.36,0.36,0.45,0.36,0.36,0.64,0.45,0.64,0.99
presupuesto albañileria;10;10;0;50;1.96;http://tenders.es/presupuesto/cuenca/tarancon/precios-por-m2-de-trabajos-de-albanileria-en-general-promociones-cecar_16007/;0.08;0.14;0.78;383000;0.99,0.64,0.64,0.45,0.64,0.36,0.27,0.36,0.36,0.45,0.64,0.45
instalacion calefaccion gasoil;10;12;2;50;1.99;http://tenders.es/presupuesto/madrid/lozoya/instalacion-calefaccion-gasoil_221/;0.08;0.14;0.77;273000;0.28,0.36,0.14,0.14,0.07,0.21,0.21,0.28,0.28,0.64,0.99,0.64
precio instalacion calefaccion gasoil;5;5;0;30;1.52;http://tenders.es/presupuesto/madrid/lozoya/instalacion-calefaccion-gasoil_221/;0.08;0.11;0.74;149000;0.22,0.11,0.11,0.11,0.11,0.11,0.33,0.44,0.56,0.78,0.99,0.56
colgar muebles en pladur;8;7;-1;50;0.00;http://tenders.es/pregunta/una-vez-puesto-el-pladur-en-las-paredes-se-pueden-colgar-muebles_372/;0.08;0.00;0.03;51000;0.22,0.33,0.33,0.44,0.99,0.78,0.78,0.78,0.78,0.22,0.56,0.44
aislante acustico barato;10;8;-2;50;0.75;http://tenders.es/pregunta/cual-es-el-mejor-aislante-acustico-para-tabiques_364/;0.08;0.05;0.94;70000;0.64,0.27,0.27,0.45,0.27,0.18,0.36,0.45,0.64,0.45,0.99,0.45
parquet precio m2;8;6;-2;50;0.69;http://tenders.es/presupuesto/madrid/leganes/instalar-tarima-flotante-o-parquet-en-un-piso_4010/;0.08;0.04;0.74;6480000;0.18,0.45,0.45,0.45,0.27,0.18,0.18,0.45,0.64,0.82,0.99,0.64
libreria pladur;9;9;0;50;0.00;http://tenders.es/presupuesto/madrid/boadilla-del-monte/hacer-libreria-de-pladur-en-el-salon_3553/;0.08;0.00;0.10;22000;0.43,0.43,0.56,0.71,0.56,0.56,0.56,0.71,0.99,0.71,0.71,0.71
el mejor aislante acustico;8;7;-1;50;1.44;http://tenders.es/pregunta/cual-es-el-mejor-aislante-acustico-para-tabiques_364/;0.08;0.10;0.89;99000;0.27,0.36,0.45,0.36,0.45,0.36,0.27,0.64,0.45,0.82,0.82,0.99
precio doble ventana;9;8;-1;50;0.56;http://tenders.es/presupuesto/madrid/madrid/instalar-doble-ventana_6631/;0.08;0.04;0.80;1190000;0.36,0.18,0.18,0.18,0.18,0.18,0.27,0.45,0.82,0.82,0.99,0.64
precio halogenos;6;7;1;30;0.30;http://tenders.es/presupuesto/madrid/colmenar-viejo/instalar-33-halogenos-empotrados-en-vivienda_195/;0.08;0.02;0.63;416000;0.60,0.60,0.60,0.60,0.40,0.40,0.60,0.99,0.60,0.80,0.80,0.99
mejor aislamiento acustico;5;5;0;30;1.47;http://tenders.es/pregunta/cual-es-el-mejor-aislante-acustico-para-tabiques_364/;0.08;0.10;0.90;85000;0.80,0.40,0.40,0.40,0.60,0.80,0.60,0.60,0.80,0.60,0.99,0.60
corian o silestone;10;10;0;50;0.00;http://tenders.es/pregunta/cual-es-el-mejor-material-para-una-encimera_429/;0.08;0.00;0.27;375000;0.44,0.56,0.56,0.44,0.44,0.44,0.78,0.44,0.33,0.56,0.56,0.99
reformas de pisos madrid;9;8;-1;50;0.00;http://tenders.es/presupuesto/madrid/madrid/reforma-integral-piso-60m2_1571/;0.08;0.00;0.69;691000;0.28,0.36,0.99,0.14,0.07,0.14,0.14,0.28,0.21,0.64,0.64,0.07
reformas en general valencia;6;6;0;30;1.87;http://tenders.es/profesionales/sin-clasificar/valencia/;0.08;0.13;0.78;782000;0.99,0.43,0.28,0.14,0.14,0.14,0.43,0.28,0.56,0.43,0.56,0.56
presupuesto pintura piso;8;7;-1;50;1.59;http://tenders.es/presupuesto/madrid/ciempozuelos/pintar-piso-90-m2_865/;0.08;0.11;0.90;933000;0.71,0.71,0.71,0.99,0.28,0.56,0.56,0.99,0.56,0.56,0.43,0.14
cuanto cuesta un armario empotrado;9;9;0;50;0.56;http://tenders.es/presupuesto/madrid/madrid/armario-empotrado-con-puertas-correderas_2152/;0.08;0.04;0.48;39000;0.99,0.71,0.71,0.71,0.56,0.71,0.71,0.99,0.99,0.56,0.71,0.71
pulir tarima flotante;6;6;0;30;1.55;http://tenders.es/presupuesto/madrid/pozuelo-de-alarcon/acuchillar-tarima-flotante-en-un-piso-con-50-m2-utiles-de-tarima_3994/;0.08;0.11;0.60;26000;0.75,0.25,0.50,0.75,0.75,0.99,0.99,0.75,0.99,0.99,0.99,0.99
quitar rodapie;10;13;3;50;0.00;http://tenders.es/s/presupuestos/quitar-rodapie/;0.08;0.00;0.01;57000;0.99,0.71,0.43,0.71,0.99,0.71,0.56,0.99,0.71,0.56,0.99,0.99
tejados de madera precios;8;8;0;50;0.39;http://tenders.es/presupuesto/asturias/oviedo/hacer-tejado-a-dos-aguas-en-casa-de-100m2_12460/;0.08;0.02;0.84;384000;0.27,0.27,0.45,0.36,0.36,0.45,0.99,0.64,0.64,0.27,0.45,0.64
precios pladur;14;15;1;210;0.60;http://tenders.es/pregunta/precio-por-metro-de-pladur-colocado_183/;0.08;0.04;0.24;4370000;0.81,0.66,0.66,0.66,0.66,0.66,0.53,0.66,0.81,0.66,0.99,0.81
tela asfaltica precio;18;16;-2;480;0.64;http://tenders.es/presupuesto/madrid/parla/tela-asfaltica_842/;0.08;0.04;0.42;80000;0.82,0.67,0.55,0.24,0.44,0.67,0.99,0.82,0.30,0.24,0.55,0.44
tipos de parquet;19;0;0;480;0.70;http://tenders.es/pregunta/tipos-de-parquet-flotante_618/;0.08;0.04;0.48;474000;0.67,0.54,0.54,0.54,0.44,0.44,0.54,0.67,0.82,0.54,0.99,0.82
reforma integral piso;19;15;-4;480;2.49;http://tenders.es/presupuesto/madrid/madrid/reforma-integral-piso-60m2_1571/;0.08;0.17;0.85;561000;0.67,0.44,0.54,0.54,0.44,0.44,0.54,0.67,0.67,0.54,0.99,0.99
persianas montejurra;12;12;0;110;0.00;http://tenders.es/presupuesto/madrid/madrid/arreglar-persianas-de-plastico_6871/persianas-montejurra_45420/;0.08;0.00;0.06;2000;0.65,0.65,0.82,0.82,0.53,0.41,0.99,0.99,0.65,0.41,0.65,0.65
tableros lacados;11;12;1;30;0.01;http://tenders.es/presupuesto/madrid/mostoles/tablero-lacado-alto-brillo-blanco_14516/;0.08;0.00;0.14;401000;0.75,0.75,0.75,0.75,0.75,0.50,0.50,0.99,0.50,0.99,0.75,0.99
reformar cocina presupuesto;11;11;0;30;2.18;http://tenders.es/presupuesto/madrid/nuevo-baztan/reforma-cocina-15m2_488/;0.08;0.14;0.89;399000;0.18,0.18,0.09,0.18,0.27,0.18,0.27,0.09,0.18,0.36,0.99,0.45
pintores de paredes;11;11;0;30;0.98;http://tenders.es/presupuesto/madrid/san-sebastian-de-los-reyes/eliminar-gotele-alisado-de-paredes-y-pintura-de-una-habitacion_1160/;0.08;0.06;0.91;2580000;0.99,0.40,0.40,0.60,0.20,0.40,0.80,0.60,0.40,0.60,0.40,0.60
acuchillado y barnizado de parquet;11;12;1;30;1.38;http://tenders.es/presupuesto/madrid/alcobendas/acuchillar-parquet-y-barnizar-piso-de-105-m2-sin-muebles_2063/;0.08;0.09;0.81;105000;0.14,0.28,0.28,0.28,0.43,0.28,0.28,0.28,0.43,0.99,0.56,0.43
precio pladur techo;11;10;-1;30;0.44;http://tenders.es/presupuesto/teruel/el-vallecillo/colocar-techo-pladur-80-m2_6547/;0.08;0.02;0.17;267000;0.40,0.40,0.80,0.40,0.80,0.40,0.80,0.20,0.99,0.40,0.40,0.99
aislamiento de tejados;11;15;4;30;1.65;http://tenders.es/pregunta/aislamiento-termico-para-el-tejado-de-una-casa-de-campo_621/;0.08;0.11;0.85;521000;0.99,0.75,0.75,0.75,0.50,0.50,0.50,0.75,0.75,0.50,0.99,0.99
cambiar cuadro electrico;11;17;6;30;1.57;http://tenders.es/presupuesto/madrid/madrid/instalar-un-cuadro-electrico-enchufes-y-tomas-tv_4364/;0.08;0.10;0.16;685000;0.40,0.60,0.60,0.80,0.99,0.40,0.20,0.40,0.60,0.60,0.80,0.60
preinstalación aire acondicionado;11;11;0;30;2.70;http://tenders.es/presupuesto/madrid/vaciamadrid/maquina-aire-acondicionado-preinstalado_1796/;0.08;0.18;0.20;407000;0.11,0.11,0.33,0.44,0.56,0.44,0.44,0.99,0.44,0.11,0.22,0.33
canalones de plastico;11;11;0;30;0.00;http://tenders.es/pregunta/que-canalon-es-mejor-aluminio-o-pvc_532/;0.08;0.00;0.56;216000;0.40,0.40,0.40,0.40,0.20,0.20,0.80,0.99,0.99,0.40,0.40,0.40
presupuesto tarima;4;4;0;20;1.08;http://tenders.es/presupuesto/madrid/madrid/poner-tarima-flotante-en-piso-de-60m2_19159/;0.08;0.07;0.77;454000;0.50,0.50,0.50,0.25,0.25,0.25,0.50,0.50,0.50,0.75,0.99,0.50
presupuesto tarima flotante madrid;4;4;0;20;2.72;http://tenders.es/presupuesto/madrid/madrid/poner-tarima-flotante-en-piso-de-60m2_19159/;0.08;0.18;0.97;215000;0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.33,0.99,0.67,0.99,0.67
presupuesto alicatar cocina;4;3;-1;20;1.08;http://tenders.es/presupuesto/madrid/navalcarnero/alicatar-cocina-40-m2-mas-6-de-suelo_18685/;0.08;0.07;0.56;97000;0.40,0.20,0.40,0.80,0.40,0.40,0.60,0.40,0.60,0.20,0.99,0.40
precios de colocacion de pladur;4;4;0;20;0.59;http://tenders.es/pregunta/precio-por-metro-de-pladur-colocado_183/;0.08;0.03;0.26;140000;0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.99,0.99,0.99,0.99
suelo radiante consumo;4;4;0;20;0.77;http://tenders.es/pregunta/suelo-radiante-o-radiadores-normales_32/;0.08;0.05;0.28;187000;0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.80,0.80,0.99,0.60
pintura para terrazo;4;0;0;20;0.00;http://tenders.es/pregunta/marcas-de-pinturas-para-suelos_505/;0.08;0.00;0.59;410000;0.33,0.67,0.33,0.67,0.99,0.67,0.33,0.33,0.67,0.67,0.67,0.33
presupuesto pintar fachada;4;3;-1;20;0.00;http://tenders.es/pregunta/cuanto-cobra-un-pintor-por-metro-cuadrado-o-que-me-saldria-pintar-una-fachada-de-100-m2_818/;0.08;0.00;0.71;242000;0.99,0.99,0.99,0.99,0.99,0.50,0.99,0.50,0.50,0.50,0.50,0.50
precio instalacion tarima;4;4;0;20;1.58;http://tenders.es/presupuesto/madrid/madrid/instalar-tarima-flotante-en-piso-de-90m2_11162/;0.08;0.10;0.84;299000;0.60,0.20,0.20,0.20,0.40,0.40,0.20,0.60,0.40,0.60,0.40,0.99
precios de pladur colocado;2;1;-1;10;0.00;http://tenders.es/pregunta/precio-por-metro-de-pladur-colocado_183/;0.07;0.00;0.24;32000;0.75,0.50,0.75,0.99,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
cambio instalacion electrica;2;2;0;10;0.00;http://tenders.es/presupuesto/madrid/alcorcon/cambio-instalacion-electrica_386/;0.07;0.00;0.35;1300000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
precio inodoro roca victoria;13;13;0;140;0.13;http://tenders.es/pregunta/precio-de-water-roca-modelo-victoria_697/;0.07;0.00;0.64;70000;0.81,0.81,0.81,0.67,0.99,0.81,0.24,0.43,0.43,0.24,0.33,0.43
cambiar encimera cocina;13;13;0;140;0.93;http://tenders.es/presupuesto/madrid/madrid/cambiar-encimera-de-cocina_4297/;0.07;0.05;0.56;485000;0.81,0.52,0.43,0.52,0.67,0.67,0.67,0.67,0.67,0.67,0.99,0.81
ikea logroño;13;14;1;140;0.07;http://tenders.es/profesionales/ikea-montaje-de-muebles-instalaciones/la-rioja/logrono/;0.07;0.00;0.01;105000;0.53,0.65,0.65,0.53,0.99,0.99,0.82,0.65,0.99,0.99,0.99,0.82
sintasol barato;13;12;-1;140;0.18;http://tenders.es/presupuesto/madrid/leganes/poner-65-metros-de-sintasol_19943/;0.07;0.01;0.56;55000;0.99,0.53,0.53,0.22,0.44,0.34,0.44,0.53,0.44,0.44,0.44,0.28
presupuestos para reformas;13;11;-2;140;3.52;http://tenders.es/;0.07;0.21;0.64;11000000;0.43,0.19,0.33,0.67,0.99,0.52,0.52,0.81,0.67,0.67,0.99,0.81
pladur antihumedad;13;0;0;140;1.63;http://tenders.es/presupuesto/barcelona/tordera/cubrir-paredes-con-pladur_4201/;0.07;0.09;0.56;33000;0.81,0.67,0.43,0.43,0.43,0.52,0.52,0.67,0.67,0.67,0.99,0.99
precios de pladur;13;14;1;140;0.28;http://tenders.es/pregunta/precio-por-metro-de-pladur-colocado_183/;0.07;0.01;0.41;443000;0.99,0.65,0.82,0.82,0.65,0.65,0.65,0.99,0.82,0.99,0.99,0.99
pladur precio m2;13;0;0;140;0.28;http://tenders.es/presupuesto/madrid/madrid/colocacion-de-pladur_4539/;0.07;0.01;0.16;290000;0.67,0.67,0.52,0.52,0.33,0.19,0.43,0.81,0.43,0.81,0.99,0.67
reforma cocina precio;13;12;-1;140;2.11;http://tenders.es/presupuesto/madrid/nuevo-baztan/reforma-cocina-15m2_488/;0.07;0.12;0.90;9290000;0.81,0.54,0.65,0.42,0.19,0.27,0.42,0.42,0.42,0.54,0.99,0.65
ikea islas mallorca;13;14;1;140;0.00;http://tenders.es/profesionales/ikea-montaje-de-muebles-instalaciones/islas-baleares/palma-de-mallorca/;0.07;0.00;0.00;121000;0.54,0.65,0.19,0.15,0.19,0.54,0.42,0.27,0.35,0.42,0.99,0.81
inodoro roca victoria precio;13;14;1;140;0.13;http://tenders.es/pregunta/precio-de-water-roca-modelo-victoria_697/;0.07;0.00;0.71;71000;0.67,0.67,0.67,0.81,0.81,0.81,0.33,0.43,0.67,0.67,0.81,0.99
paves precios;13;14;1;140;0.50;http://tenders.es/presupuesto/madrid/madrid/poner-paves-3x15-metros_1319/;0.07;0.03;0.34;61000;0.99,0.99,0.82,0.10,0.10,0.13,0.18,0.10,0.13,0.10,0.18,0.10
precio m2 parquet;7;8;1;30;0.72;http://tenders.es/presupuesto/madrid/leganes/instalar-tarima-flotante-o-parquet-en-un-piso_4010/;0.07;0.04;0.84;3350000;0.75,0.50,0.75,0.75,0.50,0.99,0.99,0.99,0.75,0.75,0.75,0.99
tft monitor;10;11;1;40;0.28;http://tenders.es/pregunta/diferencia-entre-monitor-led-y-tft_313/;0.07;0.01;0.25;13200000;0.71,0.43,0.56,0.28,0.28,0.43,0.71,0.99,0.99,0.71,0.71,0.56
acuchillar tarima;10;8;-2;40;2.92;http://tenders.es/presupuesto/madrid/pozuelo-de-alarcon/acuchillar-tarima-flotante-en-un-piso-con-50-m2-utiles-de-tarima_3994/;0.07;0.16;0.89;62000;0.71,0.43,0.56,0.56,0.56,0.43,0.56,0.43,0.56,0.99,0.71,0.43
tela asfaltica transitable;7;7;0;30;1.50;http://tenders.es/pregunta/que-materiales-se-usan-para-impermeabilizar-una-azotea_312/;0.07;0.08;0.30;13000;0.40,0.99,0.60,0.20,0.60,0.20,0.60,0.80,0.40,0.60,0.60,0.60
arreglar tejado;10;8;-2;40;2.88;http://tenders.es/presupuesto/toledo/san-martin-de-pusa/arreglar-el-techo-de-una-casa_520/;0.07;0.16;0.83;358000;0.80,0.99,0.60,0.60,0.99,0.60,0.99,0.99,0.80,0.80,0.80,0.99
reformar armario empotrado;10;12;2;40;1.01;http://tenders.es/presupuesto/madrid/madrid/reformar-un-armario-empotrado_13799/;0.07;0.05;0.41;1360000;0.56,0.71,0.43,0.43,0.43,0.71,0.71,0.56,0.56,0.43,0.99,0.99
rodapie alto;7;7;0;30;0.15;http://tenders.es/presupuesto/madrid/las-rozas-de-madrid/poner-rodapie-blanco-lacado-y-alto-en-piso-de-100-metros_15731/;0.07;0.00;0.28;148000;0.60,0.40,0.40,0.99,0.40,0.60,0.60,0.40,0.80,0.40,0.80,0.60
montaje de puertas;10;10;0;40;0.14;http://tenders.es/presupuesto/madrid/brunete/desmontaje-y-montaje-de-puertas-de-paso-y-armarios_5255/;0.07;0.00;0.55;1440000;0.56,0.71,0.43,0.56,0.43,0.28,0.71,0.56,0.99,0.43,0.71,0.71
rodapie blanco alto;8;7;-1;40;0.25;http://tenders.es/presupuesto/madrid/las-rozas-de-madrid/poner-rodapie-blanco-lacado-y-alto-en-piso-de-100-metros_15731/;0.07;0.01;0.41;39000;0.43,0.43,0.43,0.43,0.43,0.28,0.43,0.71,0.71,0.28,0.99,0.99
precio puerta blindada instalada;10;10;0;40;1.05;http://tenders.es/presupuesto/madrid/madrid/instalar-puerta-blindada-o-acorazada_16181/;0.07;0.06;0.88;33000;0.00,0.14,0.56,0.56,0.71,0.56,0.99,0.56,0.71,0.71,0.99,0.71
cuanto cuesta el pladur;7;7;0;30;0.26;http://tenders.es/pregunta/precio-por-metro-de-pladur-colocado_183/;0.07;0.01;0.11;43000;0.80,0.40,0.80,0.40,0.80,0.60,0.40,0.40,0.60,0.80,0.99,0.60
rejas de hierro precios;9;9;0;40;0.67;http://tenders.es/presupuesto/madrid/pozuelo-de-alarcon/poner-reja-de-hierro-para-una-ventana_6825/;0.07;0.03;0.72;406000;0.99,0.56,0.43,0.71,0.56,0.99,0.56,0.43,0.56,0.28,0.28,0.71
presupuesto para pintar un piso;9;0;0;40;3.05;http://tenders.es/s/presupuestos/pintar-piso/malaga/;0.07;0.17;0.72;495000;0.99,0.14,0.14,0.28,0.99,0.71,0.71,0.71,0.43,0.14,0.56,0.56
presupuestos fontaneria;7;7;0;30;1.11;http://tenders.es/presupuestos/fontaneria/;0.07;0.06;0.79;482000;0.60,0.40,0.40,0.40,0.40,0.20,0.80,0.80,0.60,0.40,0.99,0.40
aire acondicionado alcorcon;7;8;1;30;0.00;http://tenders.es/presupuesto/madrid/alcorcon/instalar-aire-acondicionado_1590/;0.07;0.00;0.80;350000;0.60,0.80,0.99,0.60,0.60,0.40,0.40,0.20,0.80,0.20,0.20,0.20
lacado puertas;9;10;1;40;0.79;http://tenders.es/pregunta/es-mas-caro-lacar-en-blanco-puertas-o-ponerlas-nuevas_639/;0.07;0.04;0.80;622000;0.60,0.80,0.80,0.60,0.99,0.99,0.60,0.80,0.99,0.60,0.99,0.99
cerrar cocina americana;8;8;0;40;0.00;http://tenders.es/presupuesto/madrid/madrid/cerrar-cocina-americana-con-cristal-vidrio_11593/decocastellanos-sl_66748/;0.07;0.00;0.03;506000;0.60,0.40,0.80,0.60,0.80,0.60,0.40,0.60,0.60,0.80,0.99,0.99
acuchillar tarima flotante;9;7;-2;40;2.81;http://tenders.es/presupuesto/madrid/pozuelo-de-alarcon/acuchillar-tarima-flotante-en-un-piso-con-50-m2-utiles-de-tarima_3994/;0.07;0.16;0.72;33000;0.40,0.60,0.60,0.60,0.40,0.80,0.99,0.80,0.99,0.80,0.99,0.99
pared pladur precio;7;6;-1;30;0.33;http://tenders.es/presupuesto/madrid/villanueva-de-la-canada/pared-divisoria-de-pladur_4318/;0.07;0.01;0.24;208000;0.20,0.40,0.60,0.40,0.60,0.60,0.60,0.40,0.60,0.60,0.80,0.99
presupuestos piscinas;7;10;3;30;1.51;http://tenders.es/presupuesto/madrid/nuevo-baztan/construccion-de-piscina_12071/;0.07;0.08;0.92;707000;0.40,0.60,0.80,0.80,0.99,0.99,0.40,0.40,0.20,0.40,0.60,0.80
toldo automatico;8;6;-2;40;0.76;http://tenders.es/pregunta/cuales-son-las-ventajas-de-tener-un-toldo-automatico_1/;0.07;0.04;0.78;462000;0.71,0.99,0.71,0.71,0.71,0.56,0.56,0.28,0.43,0.28,0.43,0.56
suelo laminado pvc;10;9;-1;40;0.52;http://tenders.es/pregunta/suelo-laminado-de-pvc-hidrofugo-que-se-levanta_460/;0.07;0.03;0.78;145000;0.71,0.43,0.99,0.28,0.56,0.43,0.56,0.71,0.71,0.71,0.71,0.71
insonorizacion de paredes;9;9;0;40;1.05;http://tenders.es/presupuesto/guadalajara/alovera/insonorizar-pared-dormitorio-275-x-248-x-024_10475/;0.07;0.06;0.89;56000;0.99,0.78,0.78,0.56,0.11,0.22,0.22,0.33,0.33,0.22,0.44,0.44
doble ventana precio;9;8;-1;40;0.66;http://tenders.es/presupuesto/madrid/madrid/instalar-doble-ventana_6631/;0.07;0.03;0.85;1340000;0.33,0.22,0.33,0.44,0.22,0.44,0.22,0.99,0.56,0.33,0.33,0.78
lacar dm;9;9;0;40;0.00;http://tenders.es/presupuesto/madrid/madrid/lacar-unos-muebles-en-tablero-dm_12661/;0.07;0.00;0.00;33000;0.43,0.99,0.56,0.71,0.43,0.43,0.71,0.56,0.56,0.56,0.99,0.56
tendido de yeso;7;7;0;30;0.00;http://tenders.es/presupuesto/madrid/nuevo-baztan/picado-de-paredestendido-de-yeso-y-pintura_886/;0.07;0.00;0.01;213000;0.80,0.60,0.99,0.80,0.40,0.40,0.20,0.80,0.80,0.60,0.60,0.80
presupuesto pintar habitacion;7;0;0;30;1.33;http://tenders.es/presupuesto/madrid/galapagar/pintar-2-habitaciones-completas-y-reparar-pequenos-desperfectos-de-otras-estancias-de-chalet_543/;0.07;0.07;0.62;171000;0.99,0.40,0.40,0.60,0.20,0.40,0.80,0.80,0.40,0.20,0.60,0.80
reformas integrales badalona;8;8;0;40;5.54;http://tenders.es/presupuesto/barcelona/badalona/reforma-integral-piso-75-metros_11997/;0.07;0.32;0.73;76000;0.71,0.56,0.14,0.71,0.56,0.43,0.71,0.56,0.71,0.28,0.99,0.71
cuanto cuesta hacer un armario empotrado;9;10;1;40;0.78;http://tenders.es/presupuesto/madrid/madrid/armario-empotrado-con-puertas-correderas_2152/;0.07;0.04;0.54;20000;0.56,0.33,0.44,0.44,0.33,0.99,0.33,0.22,0.44,0.33,0.44,0.44
precio paves;14;14;0;170;0.04;http://tenders.es/presupuesto/madrid/madrid/poner-paves-3x15-metros_1319/;0.07;0.00;0.14;82000;0.99,0.99,0.81,0.67,0.81,0.67,0.99,0.81,0.99,0.81,0.99,0.81
presupuesto pintar piso;14;0;0;170;1.81;http://tenders.es/presupuesto/madrid/ciempozuelos/pintar-piso-90-m2_865/;0.07;0.10;0.73;411000;0.99,0.81,0.81,0.42,0.65,0.54,0.65,0.81,0.54,0.65,0.81,0.65
contraventanas de aluminio;14;15;1;170;1.04;http://tenders.es/presupuesto/madrid/quijorna/poner-contraventanas-de-aluminio_3941/;0.07;0.05;0.67;247000;0.28,0.28,0.23,0.23,0.36,0.23,0.54,0.36,0.82,0.99,0.54,0.44
precio pintura plastica;14;15;1;170;0.21;http://tenders.es/trabajo/precio-m2-liso-pintura-plastica-color/;0.07;0.01;0.79;211000;0.99,0.99,0.99,0.81,0.81,0.81,0.67,0.67,0.99,0.67,0.99,0.99
precio del pladur;14;14;0;170;0.44;http://tenders.es/pregunta/precio-por-metro-de-pladur-colocado_183/;0.07;0.02;0.21;471000;0.81,0.81,0.54,0.42,0.54,0.54,0.65,0.65,0.81,0.81,0.81,0.99
precio metro cuadrado pladur;12;10;-2;90;0.66;http://tenders.es/pregunta/precio-por-metro-de-pladur-colocado_183/;0.06;0.03;0.14;43000;0.99,0.64,0.64,0.64,0.36,0.64,0.64,0.45,0.82,0.82,0.99,0.99
orden corintio;18;0;0;390;0.00;http://tenders.es/definicion/orden-corintio/;0.06;0.00;0.00;119000;0.44,0.44,0.67,0.54,0.12,0.12,0.54,0.99,0.99,0.54,0.67,0.54
instalacion electrica vista;12;11;-1;90;0.00;http://tenders.es/presupuesto/barcelona/barcelona/instalacion-electrica-de-una-vivienda-de-60-m2_6540/;0.06;0.00;0.08;323000;0.64,0.64,0.50,0.50,0.50,0.64,0.64,0.50,0.79,0.64,0.99,0.99
colocacion de parquet;15;14;-1;210;1.01;http://tenders.es/presupuesto/barcelona/barcelona/colocar-parquet-en-un-piso-de-75m_8728/;0.06;0.05;0.74;408000;0.99,0.67,0.54,0.44,0.36,0.44,0.44,0.67,0.54,0.44,0.54,0.67
cuanto cuesta pintar un piso;15;19;4;210;1.05;http://tenders.es/presupuesto/madrid/ciempozuelos/pintar-piso-90-m2_865/;0.06;0.05;0.50;107000;0.65,0.81,0.81,0.99,0.99,0.99,0.99,0.81,0.81,0.54,0.81,0.99
cuanto cuesta pintar un piso;16;18;2;210;1.05;http://tenders.es/presupuesto/madrid/leganes/pintar-piso-sin-muebles-unos-70-m2_6019/;0.06;0.05;0.50;107000;0.65,0.81,0.81,0.99,0.99,0.99,0.99,0.81,0.81,0.54,0.81,0.99
puertas lacadas en blanco precios;16;15;-1;210;0.89;http://tenders.es/presupuesto/madrid/valdilecha/poner-12-puertas-lacadas-en-blanco_6548/;0.06;0.04;0.99;84000;0.28,0.12,0.15,0.19,0.54,0.19,0.19,0.15,0.19,0.36,0.99,0.66
