Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
madera sintetica para exterior;6;6;0;50;0.67;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.07;0.02;0.69;164000;0.99,0.81,0.33,0.10,0.05,0.14,0.14,0.10,0.19,0.05,0.05,0.05
presupuestos reformas barcelona;5;5;0;50;3.83;http://planreforma.com/blog/opiniones-de-clientes-de-plan-reforma-reforma-integral-del-piso-de-montse-y-francesc-en-barcelona/;0.07;0.13;0.82;632000;0.56,0.99,0.99,0.56,0.99,0.56,0.56,0.56,0.56,0.44,0.44,0.33
griferia empotrada;6;5;-1;50;0.48;http://planreforma.com/blog/griferia-de-lavabo-empotrada-ventajas-e-inconvenientes/;0.07;0.01;0.91;377000;0.99,0.43,0.56,0.56,0.71,0.56,0.71,0.99,0.71,0.56,0.71,0.71
precio de un ascensor;5;7;2;50;1.12;http://planreforma.com/blog/cuanto-cuesta-instalar-un-ascensor-en-un-edificio-antigua-y-otros-aspectos-tecnicos-a-tener-en-cuenta/;0.07;0.03;1.00;32500000;0.71,0.56,0.71,0.71,0.56,0.71,0.71,0.71,0.99,0.43,0.71,0.56
cuanto cuesta alicatar un baño;11;11;0;50;1.08;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.06;0.03;0.49;28000;0.78,0.78,0.78,0.78,0.56,0.56,0.78,0.78,0.22,0.11,0.78,0.99
lamparas para techos bajos;11;12;1;50;0.21;http://planreforma.com/blog/7-consejos-en-interiorismo-para-que-los-techos-de-tu-casa-parezcan-mas-altos/;0.06;0.00;0.56;558000;0.56,0.56,0.56,0.56,0.22,0.44,0.56,0.44,0.78,0.56,0.56,0.99
cabeceros de obra para dormitorios;11;9;-2;50;0.28;http://planreforma.com/blog/ideas-cabeceros-para-la-cama-ii/;0.06;0.00;0.22;285000;0.56,0.44,0.56,0.11,0.78,0.78,0.44,0.56,0.44,0.33,0.33,0.99
reformar casa;12;12;0;170;2.81;http://planreforma.com/;0.06;0.08;0.84;13700000;0.99,0.67,0.81,0.67,0.81,0.81,0.67,0.81,0.99,0.67,0.99,0.99
presupuestos de reformas online;4;4;0;30;3.95;http://planreforma.com/;0.06;0.11;0.93;623000;0.80,0.60,0.40,0.40,0.20,0.20,0.60,0.99,0.60,0.40,0.99,0.99
suelos de cocinas;9;10;1;70;0.54;http://planreforma.com/blog/que-suelo-elegir-para-una-cocina/;0.06;0.01;0.48;903000;0.99,0.64,0.45,0.64,0.45,0.45,0.64,0.82,0.82,0.64,0.99,0.99
tarima de madera exterior;8;7;-1;70;0.91;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.06;0.02;0.91;506000;0.82,0.99,0.82,0.99,0.45,0.18,0.64,0.36,0.36,0.45,0.45,0.64
presupuestos obras;9;8;-1;70;3.06;http://planreforma.com/;0.06;0.09;0.93;26600000;0.82,0.99,0.82,0.64,0.45,0.27,0.45,0.64,0.64,0.36,0.64,0.64
colores para pintar un piso;9;9;0;70;1.48;http://planreforma.com/blog/consejos-para-pintar-un-piso/;0.06;0.04;0.27;495000;0.99,0.99,0.99,0.99,0.99,0.99,0.71,0.71,0.56,0.71,0.71,0.99
reformas integrales de viviendas;4;4;0;30;2.88;http://planreforma.com/;0.06;0.08;0.91;510000;0.75,0.75,0.75,0.99,0.25,0.50,0.75,0.50,0.75,0.25,0.25,0.75
presupuesto reformas integrales;4;4;0;30;3.14;http://planreforma.com/presupuesto-reforma/;0.06;0.09;0.80;462000;0.40,0.20,0.80,0.99,0.60,0.60,0.60,0.80,0.60,0.60,0.40,0.60
recibidor estrecho;9;11;2;70;0.17;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.06;0.00;0.25;88000;0.36,0.28,0.36,0.28,0.36,0.64,0.36,0.64,0.99,0.50,0.79,0.64
traviesas para jardin;10;11;1;70;0.22;http://planreforma.com/blog/las-traviesas-de-tren-un-buen-aliado-en-el-diseno-de-jardines/;0.06;0.00;0.42;536000;0.78,0.56,0.78,0.56,0.56,0.56,0.78,0.99,0.78,0.78,0.44,0.56
cama sin cabecero;10;9;-1;70;0.23;http://planreforma.com/blog/ideas-cabeceros-para-la-cama-ii/;0.06;0.00;0.61;730000;0.64,0.45,0.64,0.64,0.82,0.64,0.82,0.64,0.64,0.64,0.99,0.82
presupuesto reforma integral piso;9;0;0;70;2.66;http://planreforma.com/presupuesto-reforma/;0.06;0.07;0.89;282000;0.82,0.45,0.45,0.99,0.82,0.45,0.45,0.45,0.64,0.64,0.99,0.64
pide presupuesto;8;3;-5;70;1.73;http://planreforma.com/presupuesto-categorias-otros_proyectos/;0.06;0.05;0.38;1270000;0.99,0.78,0.78,0.78,0.78,0.56,0.56,0.56,0.78,0.78,0.99,0.99
pide presupuesto;9;0;0;70;1.73;http://planreforma.com/presupuesto-reforma/;0.06;0.05;0.38;1270000;0.99,0.78,0.78,0.78,0.78,0.56,0.56,0.56,0.78,0.78,0.99,0.99
cual es el mejor cesped artificial;4;4;0;30;1.90;http://planreforma.com/blog/cesped-artificial-que-hay-que-tener-en-cuenta/;0.06;0.05;0.79;39000;0.56,0.56,0.56,0.99,0.56,0.28,0.43,0.28,0.14,0.14,0.28,0.43
reformas de pisos precios;4;4;0;30;1.95;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.06;0.05;0.94;568000;0.71,0.14,0.14,0.28,0.14,0.14,0.28,0.56,0.99,0.99,0.71,0.28
decoracion minimalista salon;9;10;1;70;0.61;http://planreforma.com/blog/como-decorar-un-salon-con-estilo-minimalista/;0.06;0.01;0.14;157000;0.28,0.12,0.41,0.12,0.24,0.18,0.41,0.12,0.82,0.53,0.99,0.82
quiero reformar mi casa;7;8;1;50;2.02;http://planreforma.com/blog/quiero-reformar-mi-piso-%C2%BFpor-donde-empiezo-i/;0.05;0.05;0.79;601000;0.56,0.71,0.71,0.56,0.99,0.71,0.71,0.28,0.43,0.56,0.99,0.71
ventanas de aluminio o pvc precios;5;4;-1;40;0.99;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.05;0.02;0.85;523000;0.33,0.22,0.33,0.22,0.33,0.22,0.33,0.33,0.56,0.44,0.99,0.56
reforma de viviendas;6;6;0;40;3.98;http://planreforma.com/;0.05;0.11;0.81;20600000;0.99,0.80,0.80,0.60,0.60,0.40,0.60,0.60,0.99,0.40,0.60,0.80
ventanas de aluminio y pvc;5;5;0;40;0.78;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.05;0.02;0.84;458000;0.43,0.28,0.56,0.28,0.28,0.56,0.99,0.43,0.71,0.43,0.43,0.71
tarimas para terrazas;6;7;1;40;1.48;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.05;0.04;0.76;446000;0.28,0.56,0.71,0.99,0.71,0.56,0.71,0.28,0.14,0.14,0.28,0.28
trabajo interiorista;5;6;1;40;0.03;http://planreforma.com/blog/trabajo-interiorista-decorador-ofertas-empleo/;0.05;0.00;0.37;285000;0.80,0.60,0.99,0.99,0.60,0.40,0.99,0.99,0.60,0.60,0.60,0.99
ideas reformas;6;7;1;40;1.33;http://planreforma.com/cajon_de_ideas/;0.05;0.03;0.24;18500000;0.18,0.18,0.18,0.36,0.36,0.27,0.18,0.82,0.99,0.18,0.36,0.36
precio construir chalet;6;6;0;40;0.59;http://planreforma.com/blog/cuanto-cuesta-construir-la-casa-de-tus-suenos/;0.05;0.01;0.62;428000;0.60,0.80,0.80,0.60,0.80,0.60,0.80,0.99,0.80,0.60,0.80,0.60
presupuestos de obras;7;6;-1;50;3.07;http://planreforma.com/;0.05;0.08;0.93;27100000;0.99,0.56,0.99,0.56,0.43,0.28,0.71,0.99,0.56,0.71,0.71,0.99
precio de ascensores;5;6;1;40;1.29;http://planreforma.com/blog/cuanto-cuesta-instalar-un-ascensor-en-un-edificio-antigua-y-otros-aspectos-tecnicos-a-tener-en-cuenta/;0.05;0.03;0.99;1090000;0.56,0.56,0.71,0.71,0.71,0.43,0.28,0.56,0.43,0.71,0.99,0.71
calcular presupuesto reforma;5;0;0;40;2.46;http://planreforma.com/calculador-reforma/;0.05;0.06;0.79;471000;0.71,0.43,0.56,0.71,0.43,0.43,0.43,0.28,0.43,0.71,0.99,0.56
coste reforma baño;6;6;0;40;1.90;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.05;0.05;0.84;325000;0.56,0.43,0.43,0.28,0.56,0.56,0.71,0.71,0.71,0.56,0.99,0.71
hacer una piscina de obra;7;7;0;50;2.39;http://planreforma.com/blog/piscina-de-obra-o-prefabricada/;0.05;0.06;1.00;3540000;0.50,0.50,0.50,0.21,0.64,0.99,0.50,0.07,0.21,0.07,0.07,0.07
anchura silla de ruedas;5;6;1;40;0.00;http://planreforma.com/blog/adaptar-un-piso-o-vivienda-para-discapacitados-en-sillas-de-ruedas/;0.05;0.00;0.48;260000;0.80,0.80,0.99,0.80,0.99,0.60,0.40,0.40,0.80,0.60,0.80,0.80
precios de reformas;7;7;0;50;2.95;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.05;0.08;0.83;19800000;0.99,0.71,0.99,0.43,0.28,0.28,0.71,0.71,0.71,0.56,0.56,0.99
cesped artificial opiniones;5;5;0;40;0.00;http://planreforma.com/blog/cesped-artificial-que-hay-que-tener-en-cuenta/;0.05;0.00;0.65;46000;0.78,0.99,0.78,0.44,0.78,0.44,0.33,0.22,0.11,0.11,0.22,0.33
precio reforma;5;0;0;40;2.37;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.05;0.06;0.74;44900000;0.43,0.43,0.43,0.56,0.28,0.56,0.71,0.56,0.43,0.71,0.71,0.99
presupuesto para construir una casa;7;7;0;50;1.18;http://planreforma.com/presupuesto-obra_nueva/;0.05;0.03;0.86;10700000;0.78,0.99,0.78,0.44,0.56,0.56,0.56,0.56,0.44,0.44,0.33,0.44
tarima terraza;6;7;1;40;0.79;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.05;0.02;0.82;542000;0.43,0.99,0.99,0.71,0.43,0.28,0.28,0.43,0.28,0.28,0.56,0.56
decorar recibidor;17;16;-1;480;0.46;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.05;0.01;0.11;574000;0.67,0.44,0.54,0.44,0.54,0.82,0.67,0.67,0.82,0.54,0.99,0.67
jardines minimalistas;13;12;-1;210;0.30;http://planreforma.com/blog/sabes-que-son-los-jardines-minimalistas/;0.05;0.00;0.10;538000;0.99,0.81,0.81,0.81,0.66,0.66,0.81,0.66,0.53,0.34,0.66,0.66
tarima para exteriores;11;15;4;40;1.54;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.05;0.04;0.81;499000;0.99,0.78,0.78,0.56,0.33,0.22,0.22,0.22,0.11,0.11,0.11,0.22
construir un chalet;11;13;2;40;0.49;http://planreforma.com/blog/cuanto-cuesta-construir-la-casa-de-tus-suenos/;0.05;0.01;0.79;574000;0.56,0.28,0.99,0.56,0.43,0.56,0.56,0.43,0.71,0.43,0.56,0.43
pedir presupuesto reforma;11;14;3;40;4.58;http://planreforma.com/presupuesto-categorias-otros_proyectos/;0.05;0.12;0.97;4200000;0.44,0.22,0.33,0.56,0.56,0.33,0.99,0.99,0.33,0.33,0.44,0.11
que es la ite;11;11;0;40;1.53;http://planreforma.com/blog/que-es-la-ite/;0.05;0.04;0.36;2320000;0.43,0.71,0.28,0.56,0.43,0.28,0.28,0.99,0.56,0.71,0.99,0.71
decoracion salon minimalista;11;12;1;40;0.59;http://planreforma.com/blog/como-decorar-un-salon-con-estilo-minimalista/;0.05;0.01;0.16;143000;0.56,0.28,0.43,0.28,0.56,0.43,0.43,0.71,0.99,0.43,0.71,0.56
ventanas puente termico;11;11;0;40;0.66;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.05;0.01;0.60;86000;0.99,0.60,0.60,0.40,0.60,0.60,0.80,0.80,0.99,0.99,0.99,0.99
cerramiento pvc;11;13;2;40;1.68;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.05;0.04;0.79;444000;0.80,0.99,0.99,0.60,0.40,0.80,0.60,0.60,0.99,0.60,0.80,0.99
reformas integrales en barcelona;12;14;2;140;4.13;http://planreforma.com/blog/opiniones-de-clientes-de-plan-reforma-reforma-integral-del-piso-de-montse-y-francesc-en-barcelona/;0.05;0.10;0.86;471000;0.54,0.65,0.54,0.81,0.99,0.54,0.65,0.54,0.42,0.42,0.54,0.54
cuanto cuesta una cocina;12;0;0;140;0.82;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.05;0.02;0.28;1750000;0.82,0.65,0.53,0.65,0.65,0.65,0.82,0.65,0.99,0.65,0.99,0.99
iva reducido reformas;14;15;1;260;0.00;http://planreforma.com/blog/obras-aplicar-iva-reducido/;0.05;0.00;0.01;272000;0.23,0.44,0.82,0.82,0.67,0.36,0.36,0.67,0.99,0.82,0.82,0.82
presupuesto de reformas de viviendas;3;0;0;20;3.44;http://planreforma.com/;0.05;0.08;0.92;21600000;0.50,0.50,0.25,0.25,0.50,0.50,0.50,0.25,0.25,0.25,0.99,0.99
ventanas pvc aluminio;3;3;0;20;0.71;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.05;0.01;0.86;533000;0.50,0.99,0.75,0.50,0.50,0.25,0.50,0.75,0.75,0.50,0.75,0.50
presupuesto reforma online;3;2;-1;20;3.80;http://planreforma.com/;0.05;0.09;0.87;692000;0.50,0.50,0.99,0.75,0.25,0.25,0.50,0.50,0.50,0.25,0.50,0.50
presupuesto reforma madrid;3;3;0;20;4.08;http://planreforma.com/blog/presupuesto-reformas-madrid/;0.05;0.10;0.84;11200000;0.11,0.11,0.11,0.22,0.22,0.22,0.22,0.11,0.33,0.22,0.33,0.99
presupuestos de reformas integrales;3;0;0;20;2.21;http://planreforma.com/;0.05;0.05;1.00;505000;0.25,0.25,0.50,0.25,0.25,0.25,0.25,0.99,0.99,0.50,0.50,0.25
personal shopper decoracion;3;5;2;20;1.21;http://planreforma.com/blog/%C2%BFque-es-un-personal-shopper-de-decoracion/;0.05;0.03;0.39;145000;0.67,0.33,0.67,0.33,0.67,0.33,0.99,0.67,0.67,0.33,0.99,0.99
presupuesto reformar piso;3;3;0;20;2.73;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.05;0.06;0.90;394000;0.67,0.33,0.99,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.33
el mejor cesped artificial del mercado;3;2;-1;20;1.50;http://planreforma.com/blog/cesped-artificial-que-hay-que-tener-en-cuenta/;0.05;0.03;0.85;186000;0.25,0.99,0.50,0.50,0.75,0.99,0.25,0.25,0.25,0.25,0.25,0.75
ancho de silla de ruedas;3;4;1;20;0.47;http://planreforma.com/blog/adaptar-un-piso-o-vivienda-para-discapacitados-en-sillas-de-ruedas/;0.05;0.01;0.60;481000;0.50,0.25,0.50,0.25,0.25,0.50,0.25,0.50,0.75,0.75,0.99,0.50
presupuestos reformas vivienda;3;0;0;20;2.74;http://planreforma.com/;0.05;0.06;0.95;21200000;0.40,0.20,0.40,0.60,0.80,0.20,0.20,0.40,0.40,0.20,0.99,0.60
precio obra nueva;3;3;0;20;0.46;http://planreforma.com/calculador-obra_nueva/;0.05;0.01;0.28;13500000;0.33,0.33,0.67,0.67,0.67,0.67,0.33,0.33,0.33,0.67,0.67,0.99
ancho de una silla de ruedas;3;4;1;20;0.00;http://planreforma.com/blog/adaptar-un-piso-o-vivienda-para-discapacitados-en-sillas-de-ruedas/;0.05;0.00;0.18;597000;0.75,0.50,0.50,0.25,0.50,0.50,0.25,0.50,0.99,0.50,0.75,0.75
presupuesto interiorismo;3;3;0;20;2.14;http://planreforma.com/blog/presupuestos-de-decoracion-cuanto-cuesta-un-decorador/;0.05;0.05;0.83;453000;0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.67,0.67,0.99,0.99
presupuestos de casas;3;3;0;20;0.56;http://planreforma.com/calculador-obra_nueva/;0.05;0.01;0.72;9200000;0.67,0.67,0.67,0.33,0.67,0.67,0.67,0.99,0.67,0.67,0.99,0.67
reformas con pladur;3;3;0;20;0.00;http://planreforma.com/blog/reformas-pladur/;0.05;0.00;0.56;571000;0.75,0.99,0.25,0.50,0.50,0.75,0.50,0.50,0.50,0.50,0.75,0.75
presupuestos reformas pisos;3;0;0;20;5.27;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.05;0.13;0.68;409000;0.40,0.20,0.40,0.40,0.40,0.60,0.99,0.99,0.40,0.20,0.20,0.20
un croquis;3;3;0;20;0.00;http://planreforma.com/ayuda/usuario/como_hacer_croquis/;0.05;0.00;0.00;10300000;0.67,0.33,0.67,0.67,0.33,0.33,0.67,0.99,0.99,0.67,0.99,0.99
presupuesto reformas online;3;3;0;20;4.32;http://planreforma.com/;0.05;0.10;0.90;531000;0.67,0.99,0.67,0.67,0.99,0.67,0.67,0.67,0.67,0.33,0.67,0.67
precios reformas integrales;7;7;0;40;2.37;http://planreforma.com/presupuesto-reforma/;0.04;0.05;0.82;417000;0.22,0.22,0.44,0.11,0.56,0.44,0.99,0.56,0.44,0.11,0.33,0.44
ideas reformas;7;8;1;40;1.33;http://planreforma.com/blog/;0.04;0.02;0.24;18500000;0.18,0.18,0.18,0.36,0.36,0.27,0.18,0.82,0.99,0.18,0.36,0.36
reforma integral cocina;7;14;7;40;2.63;http://planreforma.com/presupuesto-reforma/;0.04;0.05;0.83;601000;0.44,0.44,0.44,0.44,0.33,0.22,0.44,0.22,0.33,0.99,0.44,0.56
reformas integrales de pisos;7;8;1;40;2.29;http://planreforma.com/blog/las-10-cosas-que-debes-saber-al-hacer-una-reforma-integral/;0.04;0.05;0.83;397000;0.99,0.60,0.80,0.60,0.99,0.99,0.20,0.60,0.99,0.60,0.99,0.99
recibidores sencillos;7;6;-1;40;0.16;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.04;0.00;0.35;212000;0.60,0.40,0.60,0.60,0.40,0.60,0.80,0.99,0.99,0.40,0.99,0.80
ikea bombillas led;17;18;1;390;0.41;http://planreforma.com/blog/iluminacion-eficiente-ikea-anuncia-que-en-2016-solo-vendera-bombillas-y-lamparas-led/;0.04;0.00;0.62;43000;0.54,0.36,0.36,0.24,0.28,0.36,0.54,0.54,0.82,0.67,0.99,0.82
mejor aislante acustico;13;13;0;170;0.89;http://planreforma.com/blog/%C2%BFque-materiales-son-aislantes-acusticos/;0.04;0.01;0.96;98000;0.81,0.54,0.65,0.54,0.35,0.42,0.42,0.65,0.81,0.81,0.99,0.65
ventana aluminio o pvc;5;4;-1;30;0.88;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.04;0.01;0.59;592000;0.43,0.28,0.43,0.14,0.28,0.28,0.43,0.56,0.56,0.56,0.71,0.99
construccion de casas precio;8;9;1;50;0.51;http://planreforma.com/calculador-obra_nueva/;0.04;0.01;0.95;10500000;0.78,0.78,0.99,0.56,0.44,0.78,0.99,0.99,0.33,0.22,0.22,0.33
tarima sintetica para exterior;6;5;-1;30;1.28;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.04;0.02;0.79;44000;0.99,0.80,0.80,0.40,0.40,0.80,0.40,0.40,0.40,0.20,0.60,0.99
precio reformar cocina;9;7;-2;50;3.02;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.04;0.06;0.90;2050000;0.71,0.99,0.56,0.71,0.56,0.99,0.71,0.71,0.71,0.56,0.99,0.99
diseñar un baño;9;8;-1;50;0.11;http://planreforma.com/blog/consejos-para-reformar-y-disenar-un-bano/;0.04;0.00;0.38;782000;0.99,0.78,0.78,0.44,0.33,0.56,0.99,0.44,0.44,0.44,0.78,0.78
ejemplos de presupuestos de reformas;8;10;2;50;1.28;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.04;0.02;0.75;397000;0.33,0.44,0.99,0.78,0.44,0.33,0.33,0.44,0.56,0.99,0.99,0.78
tarima para terraza;5;7;2;30;1.34;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.04;0.02;0.87;456000;0.99,0.43,0.56,0.28,0.28,0.28,0.14,0.14,0.43,0.14,0.56,0.56
baño con ducha y bañera;9;10;1;50;0.68;http://planreforma.com/blog/reformar-los-banos-banera-o-ducha-bide-si-o-no/;0.04;0.01;0.28;16400000;0.56,0.43,0.56,0.56,0.56,0.71,0.71,0.71,0.99,0.71,0.99,0.99
precio metro cuadrado construido;9;13;4;50;0.04;http://planreforma.com/blog/cuanto-cuesta-construir-la-casa-de-tus-suenos/;0.04;0.00;0.16;407000;0.21,0.21,0.21,0.28,0.28,0.28,0.28,0.28,0.21,0.28,0.64,0.99
ventanas de aluminio con rotura de puente termico precios;6;6;0;30;0.65;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.04;0.01;0.86;22000;0.50,0.50,0.75,0.50,0.50,0.50,0.50,0.75,0.99,0.50,0.50,0.99
arquitecto barato;6;6;0;30;0.73;http://planreforma.com/blog/contratar-a-un-decorador-o-a-un-arquitecto-para-una-reforma-hoy-es-barato/;0.04;0.01;0.90;1400000;0.40,0.40,0.80,0.40,0.20,0.40,0.20,0.60,0.80,0.99,0.40,0.40
opiniones cesped artificial;5;5;0;30;3.28;http://planreforma.com/blog/cesped-artificial-que-hay-que-tener-en-cuenta/;0.04;0.06;0.69;46000;0.71,0.99,0.71,0.99,0.43,0.56,0.71,0.28,0.14,0.14,0.28,0.28
baño con bañera y ducha;10;10;0;50;0.00;http://planreforma.com/blog/reformar-los-banos-banera-o-ducha-bide-si-o-no/;0.04;0.00;0.09;15400000;0.56,0.28,0.28,0.28,0.43,0.56,0.99,0.71,0.99,0.71,0.99,0.99
precio reformar baño;9;10;1;50;2.35;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.04;0.04;0.88;18000000;0.44,0.56,0.56,0.56,0.44,0.56,0.78,0.78,0.78,0.56,0.99,0.78
tarimas de madera exterior;5;5;0;30;1.42;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.04;0.02;0.90;426000;0.43,0.56,0.71,0.56,0.99,0.43,0.14,0.14,0.28,0.14,0.56,0.28
precios de reformas;8;0;0;50;2.95;http://planreforma.com/presupuesto-reforma/;0.04;0.06;0.83;19800000;0.99,0.71,0.99,0.43,0.28,0.28,0.71,0.71,0.71,0.56,0.56,0.99
presupuestos online reformas;5;4;-1;30;2.04;http://planreforma.com/;0.04;0.04;0.90;607000;0.56,0.14,0.71,0.14,0.14,0.14,0.14,0.28,0.71,0.56,0.99,0.56
precio arquitecto;5;5;0;30;0.72;http://planreforma.com/blog/cuales-son-los-honorarios-de-un-arquitecto/;0.04;0.01;0.56;1930000;0.60,0.60,0.60,0.60,0.20,0.40,0.60,0.40,0.40,0.60,0.99,0.40
tarima de exterior sintetica;6;9;3;30;0.79;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.04;0.01;0.55;46000;0.43,0.99,0.71,0.28,0.14,0.43,0.28,0.28,0.56,0.28,0.43,0.56
tarima de madera para exterior;6;6;0;30;0.00;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.04;0.00;0.89;444000;0.28,0.28,0.28,0.56,0.43,0.99,0.43,0.43,0.43,0.14,0.14,0.14
hormigon impreso para piscinas;5;5;0;30;1.12;http://planreforma.com/blog/sabes-como-el-hormigon-impreso-puede-dar-juego-en-tu-jardin/;0.04;0.02;0.78;267000;0.60,0.99,0.80,0.80,0.80,0.80,0.40,0.40,0.20,0.40,0.60,0.80
tarimas sinteticas exterior;5;7;2;30;1.34;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.04;0.02;0.80;42000;0.99,0.99,0.99,0.40,0.20,0.20,0.40,0.20,0.20,0.20,0.60,0.99
alternativa al cesped;5;3;-2;30;0.00;http://planreforma.com/blog/reduce-el-consumo-de-agua-de-tu-jardin-sustituye-el-cesped-por-otros-materiales/;0.04;0.00;0.16;9240000;0.56,0.43,0.56,0.43,0.43,0.43,0.14,0.14,0.14,0.14,0.14,0.99
tarimas sinteticas;10;10;0;50;0.56;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.04;0.01;0.76;258000;0.78,0.44,0.78,0.44,0.56,0.56,0.99,0.78,0.56,0.44,0.44,0.56
vinilos de espejo;10;11;1;50;0.32;http://planreforma.com/blog/soluciones-para-ventanas-ver-y-que-no-te-vean/;0.04;0.00;0.64;959000;0.99,0.56,0.28,0.56,0.43,0.71,0.43,0.71,0.99,0.71,0.56,0.56
presupuesto para construir una casa;8;8;0;50;1.18;http://planreforma.com/calculador-obra_nueva/;0.04;0.02;0.86;10700000;0.78,0.99,0.78,0.44,0.56,0.56,0.56,0.56,0.44,0.44,0.33,0.44
jardines minimalistas;14;13;-1;210;0.30;http://planreforma.com/blog/10-consejos-para-tu-jardin-minimalista-sabes-que-tener-en-cuenta/;0.04;0.00;0.10;538000;0.99,0.81,0.81,0.81,0.66,0.66,0.81,0.66,0.53,0.34,0.66,0.66
estanterias originales;19;17;-2;480;0.55;http://planreforma.com/blog/como-almacenar-los-libros-estanterias-originales/;0.04;0.01;0.54;674000;0.82,0.54,0.54,0.44,0.54,0.67,0.82,0.82,0.82,0.67,0.99,0.99
suelos para cocina;12;10;-2;110;0.92;http://planreforma.com/blog/que-suelo-elegir-para-una-cocina/;0.04;0.01;0.68;19700000;0.65,0.41,0.65,0.53,0.53,0.65,0.65,0.53,0.53,0.65,0.65,0.99
tu reforma;12;12;0;110;1.62;http://planreforma.com/blog/presupuestos-de-arquitectos-y-decoradores-para-tu-reforma-integral/;0.04;0.03;0.19;49000000;0.81,0.67,0.81,0.67,0.33,0.19,0.43,0.99,0.67,0.43,0.43,0.67
instalacion de ascensor;11;12;1;30;2.60;http://planreforma.com/blog/instalar-un-ascensor-en-una-finca-sin-ascensor-solucion-para-poner-de-acuerdo-a-tu-comunidad-de-vecinos/;0.04;0.05;0.89;668000;0.99,0.71,0.99,0.56,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14
reforma en casa;11;0;0;30;1.73;http://planreforma.com/;0.04;0.03;0.77;58800000;0.99,0.40,0.60,0.60,0.60,0.60,0.60,0.40,0.60,0.40,0.80,0.80
escalera para buhardilla;11;12;1;30;0.54;http://planreforma.com/blog/abrir-hueco-para-poner-una-escalera-en-un-atico-o-buhardilla-y-comunicarlo-con-una-terraza/;0.04;0.01;0.76;394000;0.60,0.40,0.60,0.60,0.40,0.40,0.60,0.60,0.99,0.60,0.99,0.80
medidas silla ruedas;11;11;0;30;0.50;http://planreforma.com/blog/adaptar-un-piso-o-vivienda-para-discapacitados-en-sillas-de-ruedas/;0.04;0.00;0.44;644000;0.75,0.75,0.75,0.99,0.50,0.50,0.75,0.75,0.99,0.75,0.75,0.75
ideas para un recibidor;11;12;1;30;0.00;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.04;0.00;0.05;362000;0.60,0.40,0.40,0.60,0.20,0.60,0.60,0.40,0.80,0.40,0.99,0.80
ventana de pvc o aluminio;4;3;-1;20;0.78;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.04;0.01;0.65;583000;0.20,0.20,0.40,0.20,0.20,0.40,0.60,0.60,0.99,0.60,0.99,0.99
