Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
reforma pisos barcelona;12;10;-2;20;3.80;http://planreforma.com/blog/opiniones-de-clientes-de-plan-reforma-reforma-integral-del-piso-de-montse-y-francesc-en-barcelona/;0.00;0.01;0.78;7880000;0.99,0.67,0.67,0.67,0.33,0.67,0.99,0.99,0.99,0.33,0.67,0.67
precio de reformar una cocina;12;0;0;20;2.60;http://planreforma.com/calculador-reforma/;0.00;0.00;0.80;24400000;0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.50,0.50,0.50,0.99,0.99
pvc laminado;12;10;-2;20;1.94;http://planreforma.com/blog/parquet-de-madera-laminado-marmol-baldosa-microcemento-o-de-pvc-que-tipo-de-suelo-elegir/;0.00;0.00;0.25;540000;0.99,0.67,0.99,0.67,0.33,0.67,0.33,0.67,0.99,0.67,0.33,0.33
presupuesto para reformar un baño;12;10;-2;20;2.44;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.00;0.00;0.87;516000;0.67,0.67,0.99,0.67,0.99,0.33,0.33,0.33,0.67,0.33,0.99,0.67
colocar tarima exterior;12;11;-1;20;3.03;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.00;0.01;0.63;192000;0.20,0.60,0.99,0.80,0.60,0.40,0.40,0.20,0.20,0.40,0.20,0.40
reforma cocina presupuesto;12;15;3;20;2.89;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.00;0.01;0.92;629000;0.50,0.25,0.50,0.50,0.50,0.25,0.50,0.50,0.75,0.25,0.50,0.99
presupuesto reformar cocina;12;11;-1;20;1.88;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.00;0.00;0.89;401000;0.67,0.33,0.67,0.67,0.99,0.33,0.67,0.67,0.33,0.33,0.99,0.67
reforma baño presupuesto;12;0;0;20;1.57;http://planreforma.com/blog/presupuesto-de-la-reforma-de-un-bano/;0.00;0.00;0.88;500000;0.25,0.50,0.50,0.50,0.25,0.25,0.25,0.99,0.75,0.25,0.50,0.25
suelos sinteticos para cocinas;12;13;1;20;0.61;http://planreforma.com/blog/que-suelo-elegir-para-una-cocina/;0.00;0.00;0.60;28000;0.50,0.50,0.50,0.50,0.50,0.99,0.75,0.25,0.25,0.25,0.50,0.50
reformar una vivienda;12;16;4;20;2.25;http://planreforma.com/;0.00;0.00;0.87;13800000;0.40,0.40,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.40,0.99,0.80
suelo marmol precio;12;10;-2;20;0.41;http://planreforma.com/blog/parquet-de-madera-laminado-marmol-baldosa-microcemento-o-de-pvc-que-tipo-de-suelo-elegir/;0.00;0.00;0.85;405000;0.20,0.20,0.20,0.20,0.40,0.40,0.40,0.40,0.80,0.40,0.60,0.99
ideas para pintar piso;12;8;-4;20;5.00;http://planreforma.com/blog/consejos-para-pintar-un-piso/;0.00;0.01;0.15;476000;0.50,0.25,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.25,0.25,0.50
como se hace el hormigon impreso;15;15;0;50;2.63;http://planreforma.com/blog/sabes-como-el-hormigon-impreso-puede-dar-juego-en-tu-jardin/;0.00;0.00;0.55;129000;0.78,0.56,0.56,0.78,0.33,0.56,0.56,0.99,0.56,0.33,0.78,0.44
ikea bombilla led;16;0;0;50;0.44;http://planreforma.com/blog/iluminacion-eficiente-ikea-anuncia-que-en-2016-solo-vendera-bombillas-y-lamparas-led/;0.00;0.00;0.67;41000;0.71,0.56,0.28,0.28,0.56,0.71,0.71,0.71,0.99,0.71,0.71,0.71
precio metro cuadrado construccion;15;14;-1;50;0.37;http://planreforma.com/blog/cuanto-cuesta-construir-la-casa-de-tus-suenos/;0.00;0.00;0.54;576000;0.33,0.33,0.56,0.44,0.44,0.78,0.78,0.56,0.99,0.44,0.56,0.78
hacer puertas correderas;15;19;4;50;0.00;http://planreforma.com/blog/nos-vamos-de-reformas-puertas-correderas-ii/;0.00;0.00;0.35;399000;0.78,0.99,0.44,0.78,0.33,0.22,0.56,0.78,0.56,0.44,0.78,0.56
ideas decoracion recibidor;15;15;0;50;0.00;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.00;0.00;0.13;281000;0.71,0.43,0.71,0.43,0.56,0.99,0.71,0.99,0.99,0.56,0.99,0.71
reformas baratas valencia;16;0;0;50;1.26;http://planreforma.com/blog/%C2%BFcomo-conseguir-que-mi-reforma-sea-bbb-buena-bonita-y-barata/;0.00;0.00;0.81;267000;0.64,0.18,0.45,0.27,0.36,0.27,0.18,0.99,0.99,0.45,0.45,0.36
arquitectura low cost;16;15;-1;50;0.00;http://planreforma.com/directorio/profesionales/web_tuplano_es/1240/;0.00;0.00;0.22;531000;0.80,0.80,0.60,0.99,0.99,0.60,0.99,0.80,0.80,0.99,0.99,0.80
decorar con muebles ikea;16;18;2;50;0.00;http://planreforma.com/blog/decoracion-de-un-piso-con-muebles-de-ikea-y-la-ayuda-de-una-decoradora/;0.00;0.00;0.08;535000;0.33,0.78,0.99,0.44,0.33,0.33,0.22,0.44,0.56,0.56,0.56,0.44
casas con parquet;15;15;0;50;0.00;http://planreforma.com/blog/parquet-de-madera-laminado-marmol-baldosa-microcemento-o-de-pvc-que-tipo-de-suelo-elegir/;0.00;0.00;0.09;9670000;0.45,0.27,0.36,0.36,0.36,0.36,0.36,0.64,0.64,0.64,0.99,0.64
el mejor aislante acustico;16;12;-4;50;1.44;http://planreforma.com/blog/%C2%BFque-materiales-son-aislantes-acusticos/;0.00;0.00;0.89;99000;0.27,0.36,0.45,0.36,0.45,0.36,0.27,0.64,0.45,0.82,0.82,0.99
precios de ascensores;16;0;0;50;0.90;http://planreforma.com/blog/cuanto-cuesta-instalar-un-ascensor-en-un-edificio-antigua-y-otros-aspectos-tecnicos-a-tener-en-cuenta/;0.00;0.00;0.98;698000;0.33,0.44,0.56,0.56,0.44,0.44,0.56,0.56,0.56,0.99,0.78,0.56
reformas de pisos en barcelona;15;0;0;50;3.60;http://planreforma.com/blog/opiniones-de-clientes-de-plan-reforma-reforma-integral-del-piso-de-montse-y-francesc-en-barcelona/;0.00;0.01;0.91;646000;0.71,0.56,0.71,0.71,0.99,0.99,0.71,0.43,0.56,0.14,0.99,0.99
comparador de pisos;16;0;0;50;0.25;http://planreforma.com/;0.00;0.00;0.66;391000;0.56,0.71,0.56,0.56,0.71,0.71,0.43,0.56,0.56,0.56,0.99,0.99
licencia de obras ayuntamiento de madrid;15;15;0;50;1.86;http://planreforma.com/blog/que-permisos-tengo-que-solicitar-para-hacer-obras-en-mi-piso/;0.00;0.00;0.47;502000;0.99,0.79,0.14,0.07,0.07,0.07,0.36,0.21,0.07,0.07,0.36,0.64
plantas artificiales exterior;15;16;1;50;0.28;http://planreforma.com/blog/jardines-artificiales-interior-exterior/;0.00;0.00;1.00;365000;0.78,0.78,0.78,0.78,0.99,0.56,0.44,0.99,0.33,0.11,0.44,0.44
decorar con muebles de ikea;18;0;0;70;0.00;http://planreforma.com/blog/decoracion-de-un-piso-con-muebles-de-ikea-y-la-ayuda-de-una-decoradora/;0.00;0.00;0.13;488000;0.99,0.45,0.27,0.64,0.64,0.82,0.82,0.27,0.45,0.27,0.82,0.82
estructura hamaca;19;18;-1;70;0.19;http://planreforma.com/blog/colocar-una-hamaca-dentro-de-casa-como-sujetarlas/;0.00;0.00;0.83;360000;0.28,0.53,0.99,0.65,0.99,0.65,0.28,0.18,0.12,0.12,0.06,0.18
como poner una puerta corredera;19;0;0;70;0.22;http://planreforma.com/blog/nos-vamos-de-reformas-puertas-correderas-i/;0.00;0.00;0.28;433000;0.64,0.45,0.64,0.45,0.45,0.27,0.36,0.82,0.82,0.64,0.82,0.99
precio reforma cocina y baño;14;14;0;30;2.29;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.00;0.00;0.87;675000;0.60,0.40,0.80,0.60,0.60,0.60,0.40,0.40,0.20,0.40,0.99,0.60
plantilla presupuesto obra;18;18;0;70;0.08;http://planreforma.com/blog/conoce-las-ventajas-de-la-plantilla-de-presupuestos-de-plan-reforma/;0.00;0.00;0.23;618000;0.99,0.99,0.99,0.56,0.78,0.33,0.33,0.78,0.99,0.99,0.99,0.99
decorar con alfombras;18;14;-4;70;0.63;http://planreforma.com/blog/10-consejos-decorar-alfombras/;0.00;0.00;0.28;1030000;0.28,0.28,0.21,0.21,0.21,0.50,0.50,0.79,0.99,0.64,0.64,0.64
paredes de pizarra;18;18;0;70;0.84;http://planreforma.com/blog/decorar-paredes-pizarra/;0.00;0.00;0.49;689000;0.99,0.82,0.45,0.45,0.64,0.64,0.82,0.64,0.82,0.64,0.64,0.64
como hacer puertas correderas;19;19;0;70;0.47;http://planreforma.com/blog/nos-vamos-de-reformas-puertas-correderas-ii/;0.00;0.00;0.25;422000;0.78,0.99,0.78,0.99,0.99,0.99,0.56,0.56,0.56,0.33,0.99,0.99
presupuestos construccion;19;0;0;70;1.43;http://planreforma.com/presupuesto-categorias-construccion/;0.00;0.00;0.89;772000;0.99,0.78,0.99,0.78,0.78,0.44,0.78,0.78,0.78,0.78,0.78,0.99
presupuesto nave industrial;19;19;0;70;1.14;http://planreforma.com/presupuesto-construccion_nave_industrial/;0.00;0.00;0.39;297000;0.56,0.44,0.99,0.56,0.44,0.56,0.44,0.99,0.78,0.56,0.99,0.78
suelo madera terraza;18;0;0;70;2.68;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.00;0.00;0.66;783000;0.99,0.99,0.78,0.78,0.99,0.78,0.56,0.44,0.44,0.44,0.56,0.44
decorar paredes con madera;18;18;0;70;0.59;http://planreforma.com/blog/13-ideas-para-decorar-paredes-con-troncos-de-madera/;0.00;0.00;0.28;770000;0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.79,0.79,0.99,0.79,0.50
decorar mesas de comedor;19;19;0;70;0.43;http://planreforma.com/blog/decorar-mesa-comedor-sillas-diferentes/;0.00;0.00;0.24;653000;0.28,0.50,0.50,0.28,0.36,0.36,0.50,0.36,0.79,0.99,0.64,0.79
reformas de baños ideas;19;0;0;70;0.59;http://planreforma.com/blog/consejos-para-reformar-y-disenar-un-bano/;0.00;0.00;0.64;443000;0.78,0.56,0.78,0.99,0.99,0.78,0.78,0.78,0.56,0.33,0.78,0.78
escaleras de buhardilla;14;16;2;30;0.27;http://planreforma.com/blog/abrir-hueco-para-poner-una-escalera-en-un-atico-o-buhardilla-y-comunicarlo-con-una-terraza/;0.00;0.00;0.81;398000;0.80,0.60,0.60,0.60,0.40,0.60,0.99,0.40,0.60,0.60,0.40,0.60
precios cesped artificial instalado;14;15;1;30;1.63;http://planreforma.com/blog/cesped-artificial-que-hay-que-tener-en-cuenta/;0.00;0.00;1.00;10000;0.60,0.99,0.99,0.40,0.40,0.40,0.20,0.20,0.40,0.20,0.60,0.80
ascensor pequeño;15;15;0;40;1.97;http://planreforma.com/blog/cuanto-cuesta-instalar-un-ascensor-en-un-edificio-antigua-y-otros-aspectos-tecnicos-a-tener-en-cuenta/;0.00;0.00;0.84;6620000;0.80,0.60,0.60,0.99,0.80,0.60,0.80,0.60,0.99,0.99,0.60,0.99
ideas recibidores;17;16;-1;50;0.00;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.00;0.00;0.08;327000;0.40,0.40,0.99,0.80,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
ventilar la casa;15;14;-1;40;0.00;http://planreforma.com/blog/que-es-y-como-conseguir-una-buena-ventilacion-cruzada/;0.00;0.00;0.15;466000;0.12,0.06,0.18,0.12,0.12,0.06,0.06,0.12,0.24,0.28,0.82,0.99
ideas para recibidor;15;13;-2;40;0.00;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.00;0.00;0.04;373000;0.80,0.60,0.60,0.40,0.60,0.60,0.80,0.60,0.99,0.80,0.80,0.99
tarima tecnologica exterior;16;0;0;40;1.23;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.00;0.00;0.65;18000;0.44,0.33,0.33,0.33,0.33,0.11,0.22,0.33,0.56,0.99,0.33,0.22
reforma piso antiguo;16;11;-5;40;1.83;http://planreforma.com/blog/las-10-cosas-que-debes-saber-al-hacer-una-reforma-integral/;0.00;0.00;0.49;1090000;0.43,0.43,0.28,0.14,0.56,0.28,0.56,0.56,0.56,0.56,0.99,0.99
aislantes acusticos para paredes;17;9;-8;50;0.96;http://planreforma.com/blog/%C2%BFque-materiales-son-aislantes-acusticos/;0.00;0.00;0.91;14000;0.45,0.36,0.36,0.36,0.45,0.36,0.27,0.36,0.45,0.36,0.99,0.64
precio instalacion cesped artificial;17;16;-1;50;1.54;http://planreforma.com/blog/cesped-artificial-que-hay-que-tener-en-cuenta/;0.00;0.00;0.91;58000;0.64,0.82,0.99,0.64,0.45,0.45,0.36,0.27,0.36,0.18,0.27,0.45
suelo para cocinas;15;14;-1;40;1.11;http://planreforma.com/blog/que-suelo-elegir-para-una-cocina/;0.00;0.00;0.65;29400000;0.99,0.56,0.28,0.56,0.71,0.43,0.56,0.56,0.28,0.28,0.71,0.43
estanterias originales para libros;16;14;-2;40;0.75;http://planreforma.com/blog/como-almacenar-los-libros-estanterias-originales/;0.00;0.00;0.39;108000;0.71,0.56,0.71,0.99,0.43,0.56,0.43,0.56,0.43,0.43,0.56,0.56
reforma tu piso;13;0;0;20;2.13;http://planreforma.com/blog/cuanto-cuesta-reformar-un-piso/;0.00;0.00;0.86;2240000;0.99,0.67,0.33,0.67,0.33,0.67,0.33,0.33,0.67,0.33,0.67,0.67
precio reforma baño y cocina;13;0;0;20;3.22;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.00;0.00;0.84;1020000;0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.99,0.33,0.99,0.33,0.33
precio de reformar una cocina;13;0;0;20;2.60;http://planreforma.com/calculador-cocina/;0.00;0.00;0.80;24400000;0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.50,0.50,0.50,0.99,0.99
presupuesto para reformar un baño;13;0;0;20;2.44;http://planreforma.com/blog/presupuesto-de-la-reforma-de-un-bano/;0.00;0.00;0.87;516000;0.67,0.67,0.99,0.67,0.99,0.33,0.33,0.33,0.67,0.33,0.99,0.67
presupuesto reforma de baño;13;0;0;20;2.76;http://planreforma.com/blog/presupuesto-de-la-reforma-de-un-bano/;0.00;0.00;0.95;499000;0.99,0.50,0.99,0.99,0.99,0.50,0.50,0.99,0.50,0.50,0.50,0.99
ideas para reformar mi casa;13;12;-1;20;4.20;http://planreforma.com/;0.00;0.01;0.44;227000;0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.99,0.22,0.33,0.22,0.11
cuadros para salones minimalistas;13;0;0;20;0.41;http://planreforma.com/blog/como-decorar-un-salon-con-estilo-minimalista/;0.00;0.00;0.60;206000;0.50,0.25,0.50,0.25,0.25,0.50,0.25,0.75,0.25,0.25,0.99,0.75
reformas.com;13;0;0;20;1.72;http://planreforma.com/;0.00;0.00;0.75;154000000;0.75,0.25,0.75,0.25,0.50,0.25,0.50,0.99,0.50,0.50,0.50,0.75
presupuesto reformar cocina;13;12;-1;20;1.88;http://planreforma.com/calculador-reforma/;0.00;0.00;0.89;401000;0.67,0.33,0.67,0.67,0.99,0.33,0.67,0.67,0.33,0.33,0.99,0.67
suelos para la cocina;13;11;-2;20;0.21;http://planreforma.com/blog/que-suelo-elegir-para-una-cocina/;0.00;0.00;0.36;20700000;0.67,0.67,0.99,0.67,0.33,0.67,0.67,0.67,0.99,0.67,0.67,0.99
casa arquitectos;13;10;-3;20;0.00;http://planreforma.com/;0.00;0.00;0.17;18100000;0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.67,0.99,0.67,0.67
tipos de suelos para cocinas;13;12;-1;20;0.66;http://planreforma.com/blog/que-suelo-elegir-para-una-cocina/;0.00;0.00;0.62;23900000;0.99,0.50,0.99,0.99,0.50,0.50,0.99,0.50,0.99,0.50,0.99,0.99
escaleras para aticos;13;12;-1;20;0.13;http://planreforma.com/blog/abrir-hueco-para-poner-una-escalera-en-un-atico-o-buhardilla-y-comunicarlo-con-una-terraza/;0.00;0.00;0.69;334000;0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.99,0.67,0.67,0.99
viviendas loft;13;15;2;20;0.00;http://planreforma.com/blog/convertir-un-local-en-una-vivienda-o-loft/;0.00;0.00;0.18;587000;0.99,0.50,0.99,0.50,0.50,0.99,0.99,0.99,0.99,0.50,0.99,0.99
colores para pintar piso;13;10;-3;20;0.00;http://planreforma.com/blog/consejos-para-pintar-un-piso/;0.00;0.00;0.19;486000;0.50,0.50,0.25,0.50,0.99,0.50,0.75,0.75,0.75,0.25,0.50,0.50
reforma piso antiguo;17;0;0;40;1.83;http://planreforma.com/blog/reforma-integral-de-un-piso-pequeno-estilo-vintage/;0.00;0.00;0.49;1090000;0.43,0.43,0.28,0.14,0.56,0.28,0.56,0.56,0.56,0.56,0.99,0.99
plantas artificiales de exterior;17;16;-1;40;0.25;http://planreforma.com/blog/jardines-artificiales-interior-exterior/;0.00;0.00;1.00;361000;0.99,0.80,0.80,0.99,0.60,0.99,0.40,0.40,0.40,0.20,0.99,0.60
cuanto cuesta una ventana de pvc;17;14;-3;40;0.77;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.00;0.00;0.72;41700000;0.80,0.60,0.80,0.60,0.40,0.40,0.99,0.80,0.60,0.60,0.99,0.80
cuanto vale una cocina completa;17;18;1;40;0.36;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.00;0.00;0.37;477000;0.56,0.43,0.43,0.14,0.28,0.56,0.56,0.71,0.71,0.43,0.99,0.56
iluminacion ikea lamparas;17;0;0;40;0.06;http://planreforma.com/blog/iluminacion-eficiente-ikea-anuncia-que-en-2016-solo-vendera-bombillas-y-lamparas-led/;0.00;0.00;0.44;87000;0.22,0.22,0.11,0.78,0.56,0.33,0.33,0.33,0.78,0.99,0.78,0.33
como iluminar una casa;19;19;0;50;0.00;http://planreforma.com/blog/iluminar-casa/;0.00;0.00;0.21;24000000;0.99,0.33,0.44,0.44,0.56,0.56,0.56,0.78,0.56,0.56,0.56,0.44
empresas reformas integrales;15;15;0;30;2.14;http://planreforma.com/;0.00;0.00;0.98;601000;0.71,0.71,0.56,0.43,0.28,0.28,0.28,0.43,0.28,0.28,0.99,0.28
reformar piso entero;18;18;0;50;2.45;http://planreforma.com/blog/reforma-integral-de-un-piso-pequeno-estilo-vintage/;0.00;0.00;0.90;402000;0.44,0.11,0.33,0.56,0.78,0.78,0.33,0.22,0.44,0.22,0.56,0.99
precio metro cuadrado de pladur;20;19;-1;50;0.77;http://planreforma.com/blog/reformas-con-paneles-de-carton-yeso-o-ladrillo/;0.00;0.00;0.14;47000;0.71,0.43,0.28,0.43,0.43,0.56,0.99,0.56,0.71,0.99,0.99,0.71
decorar muebles ikea;18;16;-2;50;0.40;http://planreforma.com/blog/decoracion-de-un-piso-con-muebles-de-ikea-y-la-ayuda-de-una-decoradora/;0.00;0.00;0.07;478000;0.33,0.22,0.44,0.44,0.56,0.99,0.78,0.99,0.56,0.33,0.78,0.99
reforma barcelona;18;0;0;50;3.38;http://planreforma.com/blog/opiniones-de-clientes-de-plan-reforma-reforma-integral-del-piso-de-montse-y-francesc-en-barcelona/;0.00;0.00;0.80;40000000;0.56,0.44,0.22,0.56,0.44,0.22,0.22,0.99,0.99,0.99,0.99,0.78
casas eficientes energeticamente;19;19;0;50;0.85;http://planreforma.com/blog/vivienda-energeticamente-autosuficiente/;0.00;0.00;0.64;21000;0.43,0.43,0.28,0.28,0.28,0.71,0.99,0.99,0.99,0.99,0.99,0.71
balcones de aluminio;18;18;0;50;0.88;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.00;0.00;0.69;651000;0.99,0.99,0.71,0.99,0.71,0.56,0.56,0.56,0.71,0.99,0.71,0.71
hacer chimenea de obra;18;17;-1;50;0.00;http://planreforma.com/blog/cambiar-una-chimenea-de-sitio-es-posible/;0.00;0.00;0.11;530000;0.19,0.12,0.12,0.08,0.04,0.08,0.08,0.12,0.35,0.99,0.42,0.12
ikea armarios empotrados a medida;19;0;0;50;0.30;http://planreforma.com/blog/increibles-muebles-a-medida-para-ahorrar-espacio/;0.00;0.00;0.63;46000;0.71,0.56,0.71,0.71,0.99,0.99,0.71,0.71,0.56,0.56,0.71,0.99
suelo madera exterior barato;15;0;0;30;1.04;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.00;0.00;0.87;440000;0.71,0.99,0.71,0.43,0.28,0.14,0.14,0.14,0.14,0.14,0.56,0.56
reformas generales;15;13;-2;30;1.28;http://planreforma.com/;0.00;0.00;0.84;33800000;0.40,0.60,0.40,0.60,0.40,0.40,0.20,0.60,0.80,0.99,0.99,0.40
ideas de recibidores;15;14;-1;30;0.00;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.00;0.00;0.06;407000;0.75,0.50,0.50,0.50,0.50,0.75,0.25,0.50,0.75,0.99,0.99,0.75
decoración recibidor;18;15;-3;50;0.00;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.00;0.00;0.13;663000;0.78,0.33,0.33,0.22,0.44,0.56,0.78,0.78,0.78,0.78,0.99,0.78
pisos para reformar en madrid;15;0;0;30;1.12;http://planreforma.com/blog/presupuesto-reformas-madrid/;0.00;0.00;0.78;673000;0.99,0.80,0.60,0.40,0.20,0.20,0.40,0.40,0.20,0.40,0.40,0.99
tarimas exteriores;15;14;-1;30;1.35;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.00;0.00;0.87;492000;0.56,0.99,0.43,0.43,0.43,0.43,0.43,0.28,0.43,0.28,0.28,0.43
presupuestos de obra;18;0;0;50;1.87;http://planreforma.com/;0.00;0.00;0.94;23200000;0.99,0.99,0.71,0.71,0.71,0.43,0.71,0.56,0.71,0.56,0.71,0.71
casas obra nueva;19;18;-1;50;0.30;http://planreforma.com/calculador-obra_nueva/;0.00;0.00;0.75;13800000;0.43,0.43,0.56,0.71,0.71,0.71,0.56,0.56,0.99,0.43,0.99,0.99
cambiar wc;19;17;-2;50;0.00;http://planreforma.com/blog/reformar-un-bano-%C2%BFpuedo-cambiar-los-sanitarios-de-lugar/;0.00;0.00;0.17;748000;0.71,0.56,0.71,0.56,0.71,0.71,0.43,0.56,0.56,0.99,0.71,0.56
calefaccion suelo radiante precio;19;16;-3;50;0.90;http://planreforma.com/blog/sistemas-de-calefaccion-que-es-el-suelo-radiante-y-cuando-usarlo/;0.00;0.00;0.91;191000;0.28,0.24,0.24,0.24,0.24,0.06,0.24,0.41,0.28,0.28,0.65,0.99
reformar pisos;14;12;-2;20;1.36;http://planreforma.com/blog/consejos-para-reformar-un-piso-de-alquiler/;0.00;0.00;0.89;13800000;0.99,0.99,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.99
baldosa marmol;14;14;0;20;0.36;http://planreforma.com/blog/parquet-de-madera-laminado-marmol-baldosa-microcemento-o-de-pvc-que-tipo-de-suelo-elegir/;0.00;0.00;0.43;383000;0.67,0.67,0.99,0.33,0.67,0.33,0.67,0.67,0.67,0.33,0.67,0.67
reformar una cocina precio;12;0;0;10;1.47;http://planreforma.com/calculador-reforma/;0.00;0.00;0.90;9680000;0.67,0.33,0.33,0.33,0.33,0.33,0.99,0.33,0.33,0.33,0.67,0.33
distribucion feng shui;12;12;0;10;0.00;http://planreforma.com/blog/consejos-feng-shui-para-la-casa-ii-habitaciones-banos-y-cocina/;0.00;0.00;0.40;68000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
presupuesto de construccion de vivienda;12;0;0;10;1.27;http://planreforma.com/calculador-obra_nueva/;0.00;0.00;0.61;627000;0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.00,0.50,0.50,0.50
iluminacion para techos bajos;12;0;0;10;0.00;http://planreforma.com/blog/7-consejos-en-interiorismo-para-que-los-techos-de-tu-casa-parezcan-mas-altos/;0.00;0.00;0.63;409000;0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.99
presupuesto de reforma de baño;12;0;0;10;1.93;http://planreforma.com/blog/presupuesto-de-la-reforma-de-un-bano/;0.00;0.00;0.88;500000;0.33,0.33,0.33,0.33,0.67,0.99,0.67,0.33,0.33,0.67,0.67,0.67
presupuestos albañiles;12;16;4;10;0.00;http://planreforma.com/presupuesto-otros_cualquier_otra_obra_para_albaniles_pintores_reformistas_etc/;0.00;0.00;1.00;394000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
ideas para manteles;12;0;0;10;0.00;http://planreforma.com/blog/ideas-para-los-textiles-de-exterior-toldos-cojines-manteles-toldos-cortinas/;0.00;0.00;0.17;864000;0.99,0.99,0.99,0.00,0.00,0.99,0.99,0.99,0.99,0.99,0.99,0.99
reforma de pisos madrid;12;0;0;10;4.59;http://planreforma.com/blog/presupuesto-reformas-madrid/;0.00;0.00;0.85;856000;0.99,0.14,0.14,0.14,0.14,0.14,0.43,0.14,0.14,0.14,0.14,0.14
presupuestos de reformas de cocinas;12;0;0;10;1.82;http://planreforma.com/calculador-reforma/;0.00;0.00;0.79;488000;0.25,0.25,0.25,0.25,0.99,0.25,0.25,0.50,0.25,0.25,0.25,0.25
cocinas suelos;12;11;-1;10;0.00;http://planreforma.com/blog/que-suelo-elegir-para-una-cocina/;0.00;0.00;0.24;905000;0.99,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.67
reforma on line;12;12;0;10;0.00;http://planreforma.com/;0.00;0.00;0.32;38200000;0.00,0.99,0.00,0.00,0.99,0.00,0.99,0.00,0.99,0.99,0.00,0.99
sillas de comedor de colores;12;0;0;10;0.42;http://planreforma.com/blog/decorar-mesa-comedor-sillas-diferentes/;0.00;0.00;0.94;884000;0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.50,0.50,0.50,0.50
graffiti decoracion;12;16;4;10;0.00;http://planreforma.com/blog/graffitis-para-decorar-interiores/;0.00;0.00;0.34;397000;0.99,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
pavimento madera exterior;18;19;1;40;0.00;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.00;0.00;0.65;444000;0.71,0.56,0.99,0.71,0.14,0.43,0.28,0.43,0.56,0.43,0.71,0.43
arboles decorados de navidad;18;19;1;40;0.00;http://planreforma.com/blog/arboles-navidad-decorados-estilo-nordico/;0.00;0.00;0.03;157000;0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.53,0.99,0.03,0.03
licencia obra madrid;18;0;0;40;0.00;http://planreforma.com/blog/permisos-de-obra-para-reformas-en-madrid/;0.00;0.00;0.42;4710000;0.80,0.80,0.60,0.99,0.80,0.60,0.40,0.60,0.99,0.60,0.80,0.80
tarima exterior precios;19;0;0;40;1.19;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.00;0.00;0.90;441000;0.99,0.56,0.56,0.56,0.44,0.22,0.22,0.22,0.22,0.11,0.33,0.22
precio construccion metro cuadrado;17;15;-2;30;0.49;http://planreforma.com/blog/cuanto-cuesta-construir-la-casa-de-tus-suenos/;0.00;0.00;0.55;559000;0.80,0.40,0.60,0.40,0.60,0.99,0.99,0.80,0.40,0.40,0.40,0.40
