pintores zaragoza,8,7,-1,260,1.09,http://www.habitissimo.es/presupuestos/pintores/zaragoza,0.01,0.01,0.43,660000,"0.54,0.82,0.82,0.99,0.54,0.54,0.67,0.44,0.54,0.54,0.67,0.99",habitissimo
pintores zaragoza,9,8,-1,260,1.09,http://precio.habitissimo.es/pintores/zaragoza,0.01,0.01,0.43,660000,"0.54,0.82,0.82,0.99,0.54,0.54,0.67,0.44,0.54,0.54,0.67,0.99",habitissimo
pintores zaragoza,12,12,0,260,1.09,http://www.pintorist.es/pintores-zaragoza-p50,0.85,0.59,0.43,660000,"0.54,0.82,0.82,0.99,0.54,0.54,0.67,0.44,0.54,0.54,0.67,0.99",pintorist
cerrajeros las palmas,16,16,0,260,17.36,http://www.habitissimo.es/empresas/cerrajeros/las-palmas,0,0.03,0.89,493000,"0.99,0.82,0.67,0.82,0.99,0.54,0.67,0.54,0.44,0.44,0.54,0.44",habitissimo
carpinteros en madrid,9,9,0,210,0.81,http://www.habitissimo.es/empresas/carpinteros/madrid,0.01,0,0.73,577000,"0.99,0.67,0.44,0.28,0.44,0.44,0.44,0.44,0.44,0.36,0.67,0.54",habitissimo
pintores valencia,6,6,0,320,1.39,http://www.habitissimo.es/empresas/pintores/valencia,0.02,0.03,0.53,629000,"0.67,0.35,0.44,0.44,0.54,0.81,0.81,0.81,0.44,0.35,0.99,0.44",habitissimo
pintores valencia,5,5,0,320,1.39,http://precio.habitissimo.es/pintores/valencia,0.02,0.03,0.53,629000,"0.67,0.35,0.44,0.44,0.54,0.81,0.81,0.81,0.44,0.35,0.99,0.44",habitissimo
pintores valencia,12,0,0,320,1.39,http://www.pintorist.es/pintores-valencia-p46,1.04,0.93,0.53,629000,"0.67,0.35,0.44,0.44,0.54,0.81,0.81,0.81,0.44,0.35,0.99,0.44",pintorist
fontaneros alicante,10,10,0,720,3.42,http://www.habitissimo.es/presupuestos/fontaneros/alicante,0.03,0.11,0.97,487000,"0.17,0.72,0.39,0.39,0.48,0.48,0.99,0.99,0.99,0.72,0.59,0.59",habitissimo
fontaneros alicante,12,11,-1,720,3.42,http://www.habitissimo.es/presupuestos/fontaneros/alicante/alicante,0.01,0.05,0.97,487000,"0.17,0.72,0.39,0.39,0.48,0.48,0.99,0.99,0.99,0.72,0.59,0.59",habitissimo
fontaneros alicante,13,12,-1,720,3.42,http://precio.habitissimo.es/fontaneros/alicante,0.01,0.03,0.97,487000,"0.17,0.72,0.39,0.39,0.48,0.48,0.99,0.99,0.99,0.72,0.59,0.59",habitissimo
fontaneros alicante,9,9,0,720,3.42,http://www.fontaneros-24horas.eu/fontanero-alicante-barato.html,8.78,5.94,0.97,487000,"0.17,0.72,0.39,0.39,0.48,0.48,0.99,0.99,0.99,0.72,0.59,0.59",fontaneros-24horas
cerrajeros coruña,19,20,1,390,16.29,http://precio.habitissimo.es/cerrajeros/a-coruna,0,0.03,0.94,472000,"0.99,0.54,0.81,0.81,0.66,0.81,0.66,0.54,0.54,0.66,0.81,0.66",habitissimo
fontaneros zaragoza,6,7,1,480,7.94,http://precio.habitissimo.es/fontaneros/zaragoza,0.04,0.3,0.89,483000,"0.99,0.55,0.55,0.82,0.99,0.55,0.44,0.55,0.44,0.24,0.36,0.55",habitissimo
fontanero tenerife,12,17,5,320,8.73,http://www.habitissimo.es/presupuestos/fontaneros/santa-cruz-de-tenerife,0,0.05,0.5,354000,"0.44,0.36,0.36,0.44,0.36,0.54,0.44,0.54,0.66,0.44,0.99,0.54",habitissimo
fontanero tenerife,6,5,-1,320,8.73,http://www.fontaneros-24horas.eu/fontanero-santa-cruz-de-tenerife-urgente.html,6.5,11.23,0.5,354000,"0.44,0.36,0.36,0.44,0.36,0.54,0.44,0.54,0.66,0.44,0.99,0.54",fontaneros-24horas
fontanero tenerife,7,6,-1,320,8.73,http://www.fontaneros-24horas.eu/fontanero-tenerife-barato.html,5.2,8.98,0.5,354000,"0.44,0.36,0.36,0.44,0.36,0.54,0.44,0.54,0.66,0.44,0.99,0.54",fontaneros-24horas
reformas burgos,7,7,0,320,1.13,http://www.habitissimo.es/empresas/reformas/burgos,0.02,0.02,0.38,1060000,"0.28,0.19,0.28,0.66,0.81,0.66,0.99,0.66,0.36,0.54,0.66,0.44",habitissimo
reformas burgos,18,0,0,320,1.13,http://tumanitas.com/trabajos-en/burgos/reformas,0.02,0.02,0.38,1060000,"0.28,0.19,0.28,0.66,0.81,0.66,0.99,0.66,0.36,0.54,0.66,0.44",tumanitas
reformas granada,5,4,-1,320,2.13,http://www.habitissimo.es/empresas/reformas/granada,0.02,0.05,0.79,1260000,"0.99,0.99,0.67,0.54,0.54,0.35,0.81,0.54,0.81,0.35,0.54,0.67",habitissimo
fontanero sevilla,12,9,-3,260,5.38,http://www.habitissimo.es/empresas/fontaneros/sevilla,0,0.02,0.96,380000,"0.67,0.99,0.81,0.44,0.44,0.28,0.44,0.44,0.54,0.44,0.54,0.44",habitissimo
fontanero sevilla,7,6,-1,260,5.38,http://www.fontaneros-24horas.eu/fontanero-sevilla-barato.html,4.22,4.5,0.96,380000,"0.67,0.99,0.81,0.44,0.44,0.28,0.44,0.44,0.54,0.44,0.54,0.44",fontaneros-24horas
pintores en barcelona,7,4,-3,260,2.76,http://precio.habitissimo.es/pintores/barcelona,0.01,0.04,0.89,730000,"0.54,0.35,0.44,0.54,0.54,0.54,0.67,0.99,0.44,0.44,0.44,0.44",habitissimo
pintores en barcelona,8,8,0,260,2.76,http://www.pintorist.es/pintores-barcelona-p8,1.96,3.46,0.89,730000,"0.54,0.35,0.44,0.54,0.54,0.54,0.67,0.99,0.44,0.44,0.44,0.44",pintorist
fontanero madrid,13,16,3,480,13.61,http://precio.habitissimo.es/fontaneros/madrid,0,0.09,0.93,466000,"0.72,0.39,0.32,0.39,0.39,0.32,0.48,0.59,0.99,0.48,0.59,0.48",habitissimo
cambiar cerradura puerta,13,13,0,390,1.93,http://www.habitissimo.es/presupuestos/cambiar-cerradura/madrid,0,0.01,0.46,525000,"0.54,0.54,0.54,0.66,0.81,0.66,0.81,0.66,0.99,0.81,0.81,0.66",habitissimo
reformas coruña,11,0,0,260,1.65,http://www.habitissimo.es/empresas/reformas-viviendas/a-coruna,0.02,0.03,0.7,1070000,"0.36,0.28,0.36,0.28,0.28,0.24,0.36,0.36,0.28,0.24,0.67,0.99",habitissimo
reformas coruña,10,9,-1,260,1.65,http://www.habitissimo.es/empresas/reformas/a-coruna,0.01,0.02,0.7,1070000,"0.36,0.28,0.36,0.28,0.28,0.24,0.36,0.36,0.28,0.24,0.67,0.99",habitissimo
reformas coruña,12,0,0,260,1.65,http://precio.habitissimo.es/reformas-viviendas/a-coruna,0,0,0.7,1070000,"0.36,0.28,0.36,0.28,0.28,0.24,0.36,0.36,0.28,0.24,0.67,0.99",habitissimo
acuchillar parquet madrid,12,11,-1,320,3.31,http://www.habitissimo.es/presupuestos/lijar-acuchillar-y-barnizar-parquet-completo/madrid/madrid,0,0.02,0.83,45000,"0.66,0.36,0.28,0.66,0.99,0.66,0.28,0.66,0.66,0.54,0.44,0.44",habitissimo
acuchillar parquet madrid,13,12,-1,320,3.31,http://www.habitissimo.es/presupuestos/lijar-acuchillar-y-barnizar-parquet-completo/madrid,0,0.01,0.83,45000,"0.66,0.36,0.28,0.66,0.99,0.66,0.28,0.66,0.66,0.54,0.44,0.44",habitissimo
acuchillar parquet madrid,14,13,-1,320,3.31,http://www.habitissimo.es/presupuestos/acuchillado-parquet/madrid,0,0.01,0.83,45000,"0.66,0.36,0.28,0.66,0.99,0.66,0.28,0.66,0.66,0.54,0.44,0.44",habitissimo
acuchillar parquet madrid,15,0,0,320,3.31,http://www.habitissimo.es/presupuestos/acuchillado-parquet,0,0,0.83,45000,"0.66,0.36,0.28,0.66,0.99,0.66,0.28,0.66,0.66,0.54,0.44,0.44",habitissimo
reformar baño,2,2,0,880,1.78,http://fotos.habitissimo.es/reformas-banos,0.19,0.32,0.82,12500000,"0.77,0.68,0.68,0.68,0.55,0.45,0.55,0.55,0.55,0.55,0.77,0.99",habitissimo
reformar baño,3,3,0,880,1.78,http://precio.habitissimo.es/reformas-banos,0.13,0.22,0.82,12500000,"0.77,0.68,0.68,0.68,0.55,0.45,0.55,0.55,0.55,0.55,0.77,0.99",habitissimo
reformar baño,14,12,-2,880,1.78,http://tumanitas.com/precios-de-reformas/reformas-banos,0.17,0.25,0.82,12500000,"0.77,0.68,0.68,0.68,0.55,0.45,0.55,0.55,0.55,0.55,0.77,0.99",tumanitas
reformar baño,15,0,0,880,1.78,http://tumanitas.com/trabajos-de/reforma-bano,0.12,0.18,0.82,12500000,"0.77,0.68,0.68,0.68,0.55,0.45,0.55,0.55,0.55,0.55,0.77,0.99",tumanitas
fontaneros en madrid,15,16,1,260,9.36,http://precio.habitissimo.es/fontaneros/madrid,0,0.01,0.71,526000,"0.67,0.54,0.35,0.54,0.44,0.28,0.44,0.54,0.99,0.67,0.54,0.54",habitissimo
pintores barcelona,9,11,2,320,2.31,http://precio.habitissimo.es/pintores/barcelona,0.01,0.03,0.89,695000,"0.54,0.44,0.54,0.54,0.67,0.44,0.67,0.99,0.81,0.54,0.99,0.99",habitissimo
pintores barcelona,10,8,-2,320,2.31,http://www.pintorist.es/pintores-barcelona-p8,2.41,3.57,0.89,695000,"0.54,0.44,0.54,0.54,0.67,0.44,0.67,0.99,0.81,0.54,0.99,0.99",pintorist
fontaneros madrid,13,13,0,1900,12,http://precio.habitissimo.es/fontaneros/madrid,0.02,0.32,0.91,428000,"0.99,0.66,0.66,0.66,0.45,0.30,0.45,0.66,0.83,0.55,0.55,0.55",habitissimo
electricistas madrid,1,1,0,1600,12.5,http://rbtelectricistasmadrid.es/,84.49,91.53,0.89,679000,"0.79,0.67,0.79,0.67,0.67,0.42,0.54,0.67,0.99,0.79,0.67,0.42",rbtelectricistasmadrid
electricistas madrid,1,1,0,1600,12.5,http://rbtelectricistasmadrid.es/,84.49,91.53,0.89,679000,"0.79,0.67,0.79,0.67,0.67,0.42,0.54,0.67,0.99,0.79,0.67,0.42",rbtelectricistasmadrid
electricistas madrid,4,4,0,1600,12.5,http://www.servi-madrid24.com/,24.83,42.41,0.89,679000,"0.79,0.67,0.79,0.67,0.67,0.42,0.54,0.67,0.99,0.79,0.67,0.42",servimadrid24
electricistas madrid,2,2,0,1600,12.5,http://www.electricistasmadrid.eu/,76.75,83.2,0.89,679000,"0.79,0.67,0.79,0.67,0.67,0.42,0.54,0.67,0.99,0.79,0.67,0.42",electricistasmadrid
electricistas madrid,6,6,0,1600,12.5,http://ecoelectricistasmadrid.es/,32.25,49.23,0.89,679000,"0.79,0.67,0.79,0.67,0.67,0.42,0.54,0.67,0.99,0.79,0.67,0.42",ecoelectricistasmadrid
electricistas madrid,5,5,0,1600,12.5,http://www.hrzelectricistasmadrid.com/,39.4,55.71,0.89,679000,"0.79,0.67,0.79,0.67,0.67,0.42,0.54,0.67,0.99,0.79,0.67,0.42",hrzelectricistasmadrid
precio instalacion aire acondicionado,11,0,0,320,1.64,http://www.habitissimo.es/presupuestos/instalar-aire-acondicionado-split,0.02,0.03,0.94,724000,"0.44,0.54,0.67,0.99,0.82,0.44,0.36,0.28,0.24,0.28,0.36,0.36",habitissimo
precio instalacion aire acondicionado,10,8,-2,320,1.64,http://precio.habitissimo.es/aire-acondicionado,0.01,0.02,0.94,724000,"0.44,0.54,0.67,0.99,0.82,0.44,0.36,0.28,0.24,0.28,0.36,0.36",habitissimo
