Keyword,Position,"Previous Position","Search Volume",CPC,Url,"Traffic (%)","Traffic Cost (%)",Competition,"Number of Results",Trends,Timestamp,geo
"piscina 5x3",9,14,30,0.49,http://www.hazmeprecio.com/girona/presupuesto-construir-piscina-rectangular-5x3-obra-o-fibra,0.05,0.01,0.73,115000,"0.43,0.43,0.56,0.99,0.99,0.71,0.43,0.28,0.14,0.14,0.28,0.56",1428783423,
"pintores almeria",8,10,30,0.67,http://www.hazmeprecio.com/presupuesto/pintores/almeria,0.05,0.02,0.42,340000,"0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.43,0.56,0.28,0.56,0.99",1428500737,
"pintores almeria",9,0,30,0.67,http://www.hazmeprecio.com/empresas/pintura/almeria,0.05,0.02,0.42,340000,"0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.43,0.56,0.28,0.56,0.99",1428500737,
"precio hormigon impreso valencia",8,4,30,2.76,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/valencia,0.05,0.10,0.96,83000,"0.40,0.40,0.60,0.80,0.99,0.40,0.60,0.60,0.20,0.20,0.40,0.40",1428606790,
"precio construccion metro cuadrado",9,9,30,0.49,http://www.hazmeprecio.com/presupuesto/construccion-casa,0.05,0.01,0.55,560000,"0.80,0.40,0.60,0.40,0.60,0.99,0.99,0.80,0.40,0.40,0.40,0.40",1428114780,
"precio construccion metro cuadrado",8,8,30,0.49,http://www.hazmeprecio.com/presupuesto/construccion-vivienda-unifamiliar,0.05,0.01,0.55,560000,"0.80,0.40,0.60,0.40,0.60,0.99,0.99,0.80,0.40,0.40,0.40,0.40",1428114780,
"tot armaris",9,6,30,0.11,http://www.hazmeprecio.com/empresa/tot-armariscom,0.05,0.00,0.41,289000,"0.75,0.50,0.50,0.25,0.50,0.75,0.99,0.75,0.75,0.50,0.50,0.50",1428327080,
"presupuesto de catering para 100 personas",3,3,10,1.87,http://www.hazmeprecio.com/presupuesto/catering,0.05,0.06,0.74,239000,"0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50",1428788181,
"tela asfaltica transitable",10,18,30,1.50,http://www.hazmeprecio.com/madrid/colocar-tela-asfaltica-transitable-un-terraza,0.05,0.05,0.30,14000,"0.40,0.99,0.60,0.20,0.60,0.20,0.60,0.80,0.40,0.60,0.60,0.60",1428313667,
"asfaltos asturias",8,10,30,0.54,http://www.hazmeprecio.com/empresa/asfaltos-asturias,0.05,0.02,0.56,90000,"0.60,0.20,0.99,0.80,0.20,0.40,0.80,0.60,0.60,0.40,0.80,0.60",1428337931,
"precio de armarios a medida",9,11,30,0.50,http://www.hazmeprecio.com/presupuesto/armarios-a-medida,0.05,0.01,0.91,657000,"0.80,0.80,0.80,0.40,0.20,0.40,0.80,0.20,0.60,0.60,0.99,0.80",1428269933,
"marmoles vedat",3,3,10,0.00,http://www.hazmeprecio.com/empresa/marmoles-vedat,0.05,0.00,0.19,8000,"0.50,0.50,0.99,0.50,0.50,0.00,0.50,0.50,0.50,0.50,0.50,0.99",1428323144,
"precio carteles publicitarios",10,13,30,0.82,http://www.hazmeprecio.com/presupuesto/cartel-publicitario,0.05,0.03,0.86,188000,"0.75,0.50,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.75,0.99,0.50",1428083505,
"armarios aluminio a medida",8,5,30,0.81,http://www.hazmeprecio.com/presupuesto/armarios-aluminio,0.05,0.03,0.88,513000,"0.40,0.40,0.80,0.40,0.20,0.60,0.60,0.80,0.99,0.60,0.99,0.60",1428679699,
"armarios aluminio a medida",9,6,30,0.81,http://www.hazmeprecio.com/presupuesto/armario-aluminio,0.05,0.03,0.88,513000,"0.40,0.40,0.80,0.40,0.20,0.60,0.60,0.80,0.99,0.60,0.99,0.60",1428679699,
"ga arquitectos",8,13,30,0.00,http://www.hazmeprecio.com/empresa/ga-arquitectos,0.05,0.00,0.03,405000,"0.75,0.99,0.99,0.75,0.99,0.50,0.50,0.75,0.99,0.75,0.99,0.99",1428778957,
"hormigon impreso girona",8,8,30,1.48,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/girona,0.05,0.05,0.95,58000,"0.75,0.75,0.99,0.75,0.99,0.75,0.99,0.75,0.99,0.75,0.75,0.75",1428323190,
"toldos terraza precios",10,10,30,0.34,http://www.hazmeprecio.com/presupuesto/toldo-terraza,0.05,0.01,1.00,403000,"0.20,0.80,0.99,0.99,0.99,0.80,0.60,0.60,0.20,0.20,0.20,0.20",1428328999,
"muebles a medida precios",10,10,30,0.36,http://www.hazmeprecio.com/presupuesto/muebles-a-medida,0.05,0.01,0.82,2900000,"0.43,0.43,0.28,0.43,0.28,0.28,0.43,0.43,0.71,0.43,0.99,0.56",1428284852,
"tierra para jardin precio",10,12,30,0.33,http://www.hazmeprecio.com/presupuesto/tierra-vegetal,0.05,0.01,0.87,508000,"0.99,0.56,0.44,0.22,0.22,0.33,0.33,0.11,0.11,0.11,0.11,0.33",1428209907,
"presupuestos de limpieza",8,6,30,1.05,http://www.hazmeprecio.com/presupuesto/limpieza,0.05,0.03,0.86,7680000,"0.40,0.80,0.80,0.40,0.80,0.20,0.40,0.80,0.99,0.40,0.80,0.80",1428154351,
"armarios empotrados cantabria",9,8,30,0.47,http://www.hazmeprecio.com/presupuesto/armarios-empotrados/cantabria,0.05,0.01,0.78,450000,"0.80,0.99,0.60,0.20,0.40,0.40,0.60,0.60,0.99,0.80,0.80,0.60",1428409767,
"cambio instalacion electrica vivienda",3,2,10,0.00,http://www.hazmeprecio.com/presupuesto/cambiar-instalacion-electrica,0.05,0.00,0.26,679000,"0.50,0.50,0.50,0.99,0.99,0.50,0.50,0.99,0.99,0.50,0.50,0.50",1428404495,
"limpieza de terrenos",10,0,30,0.00,http://www.hazmeprecio.com/presupuesto/limpiar-terreno,0.05,0.00,0.48,9750000,"0.50,0.99,0.99,0.99,0.99,0.50,0.50,0.75,0.75,0.25,0.25,0.50",1428141634,
"presupuesto cerramiento aluminio",3,4,10,1.20,http://www.hazmeprecio.com/presupuesto/cerramiento-aluminio,0.05,0.04,0.85,317000,"0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99",1428183880,
"uralitas para tejados",9,6,30,0.97,http://www.hazmeprecio.com/presupuesto/uralita,0.05,0.03,0.86,145000,"0.56,0.99,0.11,0.22,0.11,0.11,0.22,0.11,0.22,0.33,0.33,0.44",1428355927,
"pintores en bilbao",9,9,30,0.81,http://www.hazmeprecio.com/presupuesto/pintores/vizcaya/bilbao,0.05,0.03,0.74,472000,"0.80,0.40,0.80,0.80,0.60,0.40,0.80,0.99,0.80,0.40,0.40,0.40",1428265142,
"instaladores de tarima flotante en madrid",9,11,30,2.24,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante,0.05,0.08,0.87,70000,"0.14,0.28,0.43,0.43,0.43,0.28,0.28,0.56,0.99,0.43,0.56,0.43",1428828083,
"armarios empotrados burgos",9,10,30,0.34,http://www.hazmeprecio.com/presupuesto/armarios-empotrados/burgos,0.05,0.01,0.62,494000,"0.60,0.40,0.40,0.20,0.40,0.40,0.60,0.60,0.80,0.60,0.99,0.60",1428223487,
"armarios empotrados coruña",9,0,30,1.49,http://www.hazmeprecio.com/presupuesto/armarios-a-medida/a-coruña,0.05,0.05,0.69,522000,"0.40,0.99,0.40,0.40,0.60,0.60,0.60,0.99,0.99,0.40,0.80,0.80",1428836687,
"precio escalera metalica",10,8,30,0.56,http://www.hazmeprecio.com/presupuesto/escalera-metalica,0.05,0.02,0.90,294000,"0.60,0.40,0.60,0.60,0.60,0.40,0.40,0.60,0.60,0.40,0.99,0.80",1428819351,
"cuanto cuesta el pladur",10,10,30,0.26,http://www.hazmeprecio.com/presupuesto/poner-pladur,0.05,0.00,0.11,50000,"0.80,0.40,0.80,0.40,0.80,0.60,0.40,0.40,0.60,0.80,0.99,0.60",1428770666,
"pintores burgos",8,9,30,0.00,http://www.hazmeprecio.com/presupuesto/pintores/burgos,0.05,0.00,0.19,553000,"0.28,0.28,0.43,0.14,0.43,0.43,0.43,0.56,0.43,0.56,0.99,0.28",1428329548,
"precio construccion chalet",8,7,30,0.59,http://www.hazmeprecio.com/presupuesto/construir-chalet,0.05,0.02,0.71,512000,"0.99,0.99,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.99,0.50",1428774620,
"precio ventana velux",9,9,30,0.49,http://www.hazmeprecio.com/presupuesto/ventanas-velux,0.05,0.01,0.83,78000,"0.75,0.75,0.99,0.75,0.75,0.50,0.50,0.75,0.75,0.75,0.99,0.99",1428165493,
"microcemento madrid precio",9,8,30,1.53,http://www.hazmeprecio.com/presupuesto/colocacion-microcemento,0.05,0.05,0.72,93000,"0.43,0.28,0.14,0.28,0.28,0.14,0.28,0.28,0.28,0.71,0.71,0.99",1428236204,
"quiero reformar mi piso",9,0,30,2.90,http://www.hazmeprecio.com/presupuesto/reforma-piso,0.05,0.10,0.87,728000,"0.20,0.40,0.20,0.40,0.40,0.40,0.60,0.99,0.60,0.99,0.80,0.60",1428655004,
"guardamuebles marbella",9,9,30,1.87,http://www.hazmeprecio.com/presupuesto/guardamuebles/malaga/marbella,0.05,0.06,0.86,70000,"0.80,0.60,0.80,0.40,0.60,0.40,0.60,0.60,0.60,0.80,0.60,0.99",1428543080,
"suelo radiante agua precio",10,17,30,0.86,http://www.hazmeprecio.com/presupuesto/suelo-radiante,0.05,0.03,0.60,381000,"0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.80,0.99,0.80,0.99,0.99",1428846027,
"precio ventanas oscilobatientes",10,10,30,0.53,http://www.hazmeprecio.com/presupuesto/ventanas-oscilobatientes,0.05,0.01,0.79,129000,"0.28,0.43,0.28,0.14,0.43,0.43,0.99,0.28,0.56,0.14,0.43,0.71",1428701656,
"precio metro parquet",3,3,10,0.00,http://www.hazmeprecio.com/presupuesto/poner-parquet,0.05,0.00,0.66,479000,"0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.99,0.50,0.99",1428156707,
"presupuesto reformar baño",10,14,30,1.48,http://www.hazmeprecio.com/presupuesto/reforma-baño,0.05,0.05,0.86,393000,"0.40,0.40,0.40,0.60,0.80,0.60,0.99,0.80,0.60,0.40,0.80,0.60",1428788263,
"hormigon impreso en cantabria",10,11,30,1.25,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/cantabria,0.05,0.04,0.86,64000,"0.99,0.99,0.40,0.80,0.20,0.40,0.40,0.20,0.60,0.40,0.20,0.60",1428333600,
"pulido parquet precio",3,3,10,0.84,http://www.hazmeprecio.com/presupuesto/pulir-parquet,0.05,0.03,0.79,347000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.00,0.99,0.99,0.99,0.99",1428218475,
"precio instalación aire acondicionado",8,7,30,2.40,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.05,0.08,0.90,852000,"0.28,0.56,0.56,0.99,0.71,0.28,0.43,0.14,0.43,0.14,0.28,0.28",1428765646,
"mosquiteras malaga",9,11,30,0.38,http://www.hazmeprecio.com/presupuesto/mosquiteras-aluminio/malaga,0.05,0.01,0.42,1260000,"0.14,0.56,0.56,0.99,0.71,0.28,0.14,0.14,0.28,0.14,0.56,0.56",1428119364,
"microcemento granada",9,10,30,0.84,http://www.hazmeprecio.com/presupuesto/microcemento/granada,0.05,0.03,0.75,109000,"0.99,0.43,0.28,0.14,0.28,0.43,0.43,0.43,0.43,0.28,0.43,0.43",1428683506,
"precio recarga gas aire acondicionado",3,3,10,0.67,http://www.hazmeprecio.com/presupuesto/recargar-aire-acondicionado,0.05,0.02,0.68,316000,"0.33,0.33,0.33,0.33,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33",1428347149,
"cuanto cuesta un toldo",10,10,30,0.91,http://www.hazmeprecio.com/presupuesto/toldo-terraza,0.05,0.03,0.71,150000,"0.80,0.80,0.99,0.99,0.99,0.60,0.60,0.40,0.40,0.20,0.60,0.40",1428265378,
"precios de espejos",9,10,30,0.56,http://www.hazmeprecio.com/presupuesto/espejos,0.05,0.02,1.00,1070000,"0.50,0.75,0.75,0.75,0.50,0.75,0.75,0.50,0.75,0.50,0.50,0.99",1428170061,
"hormigon impreso cordoba",8,8,30,2.39,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/cordoba,0.05,0.08,0.72,41000,"0.28,0.56,0.43,0.28,0.56,0.28,0.28,0.28,0.43,0.71,0.99,0.56",1428646486,
"presupuestos de piscinas",9,12,30,1.68,http://www.hazmeprecio.com/presupuesto/construccion-piscina,0.05,0.06,0.92,801000,"0.80,0.60,0.80,0.99,0.80,0.99,0.60,0.40,0.20,0.20,0.40,0.40",1428347423,
"coste piscina",9,0,30,0.86,http://www.hazmeprecio.com/presupuesto/construccion-piscina,0.05,0.03,0.96,817000,"0.28,0.28,0.56,0.56,0.56,0.99,0.56,0.43,0.14,0.28,0.28,0.43",1428187890,
"aislar con pladur",10,11,30,1.21,http://www.hazmeprecio.com/presupuesto/aislamiento-pladur,0.05,0.04,0.21,60000,"0.60,0.80,0.40,0.20,0.20,0.60,0.40,0.60,0.80,0.80,0.99,0.99",1428183678,
"precio instalacion estufa de leña",3,3,10,0.28,http://www.hazmeprecio.com/presupuesto/instalar-estufa,0.05,0.01,0.80,203000,"0.33,0.33,0.00,0.33,0.33,0.33,0.33,0.67,0.67,0.99,0.67,0.33",1428242687,
"precio certificado instalacion electrica",10,9,30,0.85,http://www.hazmeprecio.com/presupuesto/boletin-electrico,0.05,0.03,0.64,128000,"0.75,0.25,0.50,0.50,0.50,0.50,0.50,0.75,0.99,0.75,0.99,0.50",1428746092,
"cristales para ventanas precios",9,8,30,0.56,http://www.hazmeprecio.com/presupuesto/cristales-ventanas,0.05,0.02,0.95,475000,"0.75,0.75,0.99,0.99,0.75,0.50,0.50,0.99,0.75,0.99,0.75,0.25",1428645884,
"toldos motorizados precios",10,11,30,0.60,http://www.hazmeprecio.com/presupuesto/toldo-motorizado,0.05,0.02,0.91,50000,"0.36,0.64,0.99,0.27,0.09,0.09,0.18,0.09,0.09,0.09,0.18,0.27",1428788178,
"presupuesto gas natural",10,12,30,1.63,http://www.hazmeprecio.com/presupuesto/instalacion-gas-natural,0.05,0.06,0.84,601000,"0.22,0.22,0.11,0.11,0.11,0.11,0.33,0.11,0.44,0.56,0.99,0.99",1428236909,
"precios pergolas aluminio",10,11,30,0.51,http://www.hazmeprecio.com/presupuesto/pergola-aluminio,0.05,0.01,0.98,265000,"0.99,0.60,0.80,0.60,0.60,0.60,0.40,0.40,0.60,0.20,0.40,0.40",1428203687,
"presupuesto albañil",3,3,10,0.00,http://www.hazmeprecio.com/presupuesto/albañiles,0.05,0.00,0.73,392000,"0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.50,0.99,0.50,0.50",1428274096,
"presupuestos pintores",10,19,30,1.40,http://www.hazmeprecio.com/presupuesto/pintura,0.05,0.05,0.95,465000,"0.99,0.99,0.75,0.99,0.75,0.50,0.75,0.75,0.99,0.75,0.75,0.75",1428227320,
"cedula de habitabilidad alicante",9,10,30,0.00,http://www.hazmeprecio.com/presupuesto/cedula-de-habitabilidad/alicante,0.05,0.00,0.39,11000,"0.99,0.60,0.60,0.60,0.60,0.40,0.99,0.60,0.60,0.40,0.60,0.40",1428260850,
"presupuesto de persianas",3,4,10,1.24,http://www.hazmeprecio.com/presupuesto/persianas,0.05,0.04,0.82,609000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428132152,
"construir piscina precio",9,0,30,2.42,http://www.hazmeprecio.com/presupuesto/construccion-piscina,0.05,0.08,0.94,616000,"0.43,0.43,0.71,0.99,0.43,0.43,0.28,0.14,0.14,0.14,0.28,0.14",1428482690,
"precio ventana aluminio oscilobatiente",10,10,30,0.82,http://www.hazmeprecio.com/presupuesto/ventanas-oscilobatientes,0.05,0.03,0.80,44000,"0.50,0.75,0.99,0.75,0.75,0.50,0.75,0.50,0.25,0.25,0.75,0.99",1428645737,
"balay iceberg",9,10,30,0.00,http://www.hazmeprecio.com/madrid/presupuesto-recargar-un-aire-acondicionado-portatil-balay-iceberg-3xp,0.05,0.00,0.19,66000,"0.11,0.22,0.33,0.78,0.99,0.44,0.44,0.00,0.11,0.11,0.11,0.11",1428413524,
"reformas integrales tarragona",10,10,30,3.38,http://www.hazmeprecio.com/empresas/reformas-integrales/tarragona,0.05,0.12,0.90,245000,"0.99,0.99,0.60,0.80,0.60,0.40,0.99,0.40,0.20,0.20,0.99,0.60",1428203029,
"hormigon impreso jaen",8,8,30,0.75,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/jaen,0.05,0.02,0.82,27000,"0.60,0.80,0.80,0.99,0.60,0.20,0.40,0.40,0.20,0.20,0.40,0.80",1428783475,
"cambiar cerradura precio",9,7,30,1.17,http://www.hazmeprecio.com/presupuesto/cambiar-cerradura,0.05,0.04,0.51,440000,"0.50,0.50,0.99,0.75,0.99,0.75,0.99,0.50,0.99,0.75,0.75,0.99",1428478251,
"presupuestos reformas baños",10,10,30,2.44,http://www.hazmeprecio.com/presupuesto/reforma-baño,0.05,0.09,0.83,492000,"0.28,0.28,0.28,0.14,0.28,0.14,0.14,0.99,0.56,0.56,0.71,0.71",1428442659,
"armario empotrado precio",16,0,170,0.56,http://www.hazmeprecio.com/presupuesto/armarios-empotrados,0.05,0.01,0.91,603000,"0.65,0.81,0.81,0.27,0.27,0.65,0.99,0.99,0.81,0.65,0.54,0.42",1428227303,
"cortina boutique",16,17,170,0.00,http://www.hazmeprecio.com/empresa/cortinajes-ruiz-sl,0.05,0.00,0.02,514000,"0.99,0.99,0.99,0.81,0.99,0.67,0.81,0.67,0.67,0.52,0.67,0.67",1428534002,
"persianas de aluminio precios",17,14,210,1.20,http://www.hazmeprecio.com/presupuesto/persianas-de-aluminio,0.05,0.04,0.98,586000,"0.28,0.22,0.66,0.66,0.53,0.34,0.81,0.99,0.99,0.81,0.99,0.66",1428668410,
"construccion de piscinas precios",13,15,90,1.77,http://www.hazmeprecio.com/presupuesto/construccion-piscina,0.04,0.05,0.90,492000,"0.53,0.53,0.65,0.82,0.99,0.99,0.53,0.28,0.28,0.18,0.41,0.41",1428274353,
"reformar cocina precio",13,12,90,1.61,http://www.hazmeprecio.com/presupuesto/reforma-cocina,0.04,0.05,0.86,2060000,"0.82,0.53,0.65,0.65,0.41,0.28,0.65,0.53,0.99,0.41,0.28,0.53",1428818744,
"precio hormigon pulido",13,13,90,2.15,http://www.hazmeprecio.com/presupuesto/hormigon-pulido,0.04,0.07,0.86,2710000,"0.82,0.82,0.45,0.64,0.64,0.64,0.99,0.82,0.82,0.64,0.99,0.99",1428223054,
"precio cortinas de cristal",13,12,90,1.36,http://www.hazmeprecio.com/presupuesto/cortina-de-cristal,0.04,0.04,0.89,710000,"0.82,0.64,0.64,0.45,0.64,0.64,0.82,0.64,0.99,0.45,0.82,0.99",1428351499,
"pozos de agua precios",13,15,90,1.10,http://www.hazmeprecio.com/presupuesto/construir-pozo,0.04,0.03,0.91,562000,"0.82,0.65,0.65,0.53,0.53,0.99,0.65,0.24,0.24,0.28,0.41,0.41",1428770250,
"cuantas plazas tiene un minibus",13,0,90,0.75,http://www.hazmeprecio.com/presupuesto/contratar-microbus,0.04,0.02,0.23,32000,"0.82,0.65,0.99,0.82,0.41,0.41,0.53,0.65,0.28,0.18,0.41,0.41",1428779591,
"encimera de marmol",13,0,90,0.72,http://www.hazmeprecio.com/presupuesto/encimera-marmol,0.04,0.02,0.56,296000,"0.64,0.82,0.64,0.64,0.99,0.64,0.82,0.64,0.82,0.82,0.82,0.99",1428668668,
"aislamiento acustico precios",13,11,90,0.85,http://www.hazmeprecio.com/presupuesto/aislamiento-acustico,0.04,0.02,1.00,89000,"0.99,0.45,0.64,0.99,0.82,0.64,0.45,0.99,0.82,0.64,0.64,0.82",1428305290,
"tarima flotante murcia",13,14,90,0.45,http://www.hazmeprecio.com/empresas/tarima-flotante/murcia,0.04,0.01,0.77,278000,"0.28,0.41,0.65,0.65,0.18,0.53,0.53,0.82,0.53,0.24,0.65,0.99",1428841733,
"precios bloques de hormigon",13,19,90,0.38,http://www.hazmeprecio.com/presupuesto/bloques-de-hormigon,0.04,0.01,0.28,229000,"0.99,0.79,0.64,0.50,0.50,0.50,0.79,0.50,0.50,0.50,0.64,0.50",1428586870,
"trabajos de albañileria precios",7,7,20,1.39,http://www.hazmeprecio.com/presupuesto/trabajos-de-albañileria,0.04,0.04,0.51,374000,"0.50,0.25,0.50,0.25,0.50,0.50,0.50,0.50,0.99,0.25,0.50,0.50",1428179402,
"presupuesto puerta corredera",7,8,20,0.75,http://www.hazmeprecio.com/presupuesto/puertas-correderas,0.04,0.02,0.75,236000,"0.99,0.50,0.75,0.50,0.50,0.75,0.25,0.50,0.50,0.50,0.50,0.75",1428361194,
"microcemento galicia",7,9,20,1.79,http://www.hazmeprecio.com/empresa/mg-microcemento-galicia,0.04,0.05,0.82,26000,"0.99,0.50,0.50,0.75,0.50,0.50,0.75,0.50,0.75,0.50,0.25,0.50",1428232220,
"seguros naves industriales",7,7,20,1.91,http://www.hazmeprecio.com/presupuesto/asegurar-nave-industrial,0.04,0.06,0.83,522000,"0.67,0.99,0.67,0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.67,0.99",1428774642,
"presupuesto construccion chalet",7,7,20,1.31,http://www.hazmeprecio.com/presupuesto/construir-chalet,0.04,0.04,0.74,342000,"0.22,0.22,0.99,0.22,0.22,0.22,0.11,0.11,0.11,0.22,0.11,0.22",1428511438,
"trabajos de reformas",7,0,20,0.78,http://www.hazmeprecio.com/presupuesto/reforma,0.04,0.02,0.85,22500000,"0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.67,0.33,0.99,0.67",1428717340,
"presupuestos de fontaneria",7,7,20,1.12,http://www.hazmeprecio.com/presupuesto/fontaneria,0.04,0.03,0.83,468000,"0.99,0.99,0.67,0.33,0.33,0.67,0.67,0.33,0.99,0.67,0.99,0.99",1428156119,
"pintar parking",7,6,20,0.87,http://www.hazmeprecio.com/valencia/pintar-parking-500m2,0.04,0.02,0.33,476000,"0.99,0.50,0.99,0.50,0.50,0.25,0.50,0.50,0.75,0.50,0.75,0.50",1428559269,
"reforma integral cocina precio",7,0,20,1.69,http://www.hazmeprecio.com/presupuesto/reforma-integral-cocina,0.04,0.05,0.89,590000,"0.75,0.50,0.50,0.25,0.50,0.75,0.75,0.50,0.50,0.25,0.75,0.99",1428502362,
"presupuestos obra",7,6,20,3.22,http://www.hazmeprecio.com/presupuesto/obra,0.04,0.10,0.71,23700000,"0.75,0.50,0.75,0.75,0.50,0.25,0.75,0.99,0.50,0.25,0.50,0.75",1428586444,
"pintores gijon",7,7,20,1.07,http://www.hazmeprecio.com/presupuesto/pintores/asturias/gijon,0.04,0.03,0.45,110000,"0.50,0.75,0.50,0.75,0.50,0.99,0.75,0.50,0.75,0.25,0.75,0.50",1428243025,
"aislamiento acustico sevilla",7,8,20,1.79,http://www.hazmeprecio.com/presupuesto/aislamiento-acustico/sevilla,0.04,0.05,0.94,33000,"0.99,0.50,0.75,0.50,0.75,0.25,0.50,0.50,0.25,0.75,0.75,0.99",1428150278,
"presupuesto de parquet",7,6,20,1.27,http://www.hazmeprecio.com/presupuesto/poner-parquet,0.04,0.04,0.54,521000,"0.99,0.60,0.60,0.20,0.40,0.40,0.20,0.20,0.20,0.20,0.60,0.40",1428413630,
"construir chalet precio",7,7,20,0.52,http://www.hazmeprecio.com/presupuesto/construir-chalet,0.04,0.01,0.63,428000,"0.75,0.50,0.50,0.25,0.75,0.50,0.75,0.25,0.50,0.50,0.75,0.99",1428360982,
"reformas integrales girona",7,12,20,2.86,http://www.hazmeprecio.com/presupuesto/reforma-integral/girona,0.04,0.09,0.93,227000,"0.25,0.99,0.25,0.25,0.50,0.25,0.25,0.50,0.50,0.25,0.25,0.75",1428673014,
"puerta blindada valencia",7,8,20,1.33,http://www.hazmeprecio.com/presupuesto/puertas-blindadas/valencia,0.04,0.04,0.64,472000,"0.67,0.99,0.67,0.33,0.67,0.33,0.33,0.33,0.67,0.67,0.33,0.99",1428601724,
"hormigon impreso lugo",7,8,20,0.94,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/lugo,0.04,0.03,0.37,46000,"0.60,0.60,0.40,0.40,0.20,0.20,0.20,0.60,0.40,0.40,0.20,0.99",1428847812,
"tarima flotante cordoba",7,5,20,0.54,http://www.hazmeprecio.com/empresas/tarima-flotante/cordoba,0.04,0.01,0.83,101000,"0.99,0.50,0.50,0.50,0.99,0.99,0.99,0.99,0.99,0.50,0.50,0.99",1428361088,
"vestidor precio",7,7,20,0.17,http://www.hazmeprecio.com/presupuesto/hacer-vestidor,0.04,0.00,0.82,12700000,"0.33,0.33,0.67,0.33,0.33,0.33,0.67,0.99,0.33,0.67,0.99,0.33",1428382415,
"suelos de microcemento pulido precios",7,0,20,2.00,http://www.hazmeprecio.com/presupuesto/colocacion-microcemento,0.04,0.06,0.92,76000,"0.99,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.28,0.14,0.14,0.14",1428247614,
"reparacion toldos madrid",7,7,20,2.42,http://www.hazmeprecio.com/presupuesto/reparar-toldo/madrid/madrid,0.04,0.07,0.98,289000,"0.40,0.20,0.99,0.60,0.80,0.60,0.60,0.20,0.20,0.00,0.20,0.20",1428285444,
"presupuesto cocina nueva",7,8,20,1.49,http://www.hazmeprecio.com/presupuesto/cocina-nueva,0.04,0.04,0.80,1160000,"0.50,0.25,0.50,0.25,0.25,0.25,0.75,0.50,0.50,0.50,0.75,0.99",1428727967,
"precio riego automatico",7,6,20,0.15,http://www.hazmeprecio.com/presupuesto/instalar-riego-automatico,0.04,0.00,0.85,239000,"0.99,0.99,0.99,0.99,0.33,0.99,0.67,0.33,0.33,0.33,0.33,0.99",1428260622,
"presupuestos de pintores",7,12,20,3.14,http://www.hazmeprecio.com/presupuesto/pintura,0.04,0.10,0.73,1160000,"0.67,0.99,0.67,0.67,0.67,0.33,0.33,0.67,0.99,0.67,0.67,0.67",1428115093,
"colocadores de parquet",7,4,20,0.90,http://www.hazmeprecio.com/presupuesto/instaladores-de-parquet/barcelona,0.04,0.02,0.85,58000,"0.67,0.33,0.33,0.33,0.99,0.33,0.67,0.99,0.33,0.33,0.67,0.67",1428606807,
"canalones de aluminio precios",7,9,20,0.00,http://www.hazmeprecio.com/presupuesto/canalones-aluminio,0.04,0.00,1.00,141000,"0.20,0.99,0.80,0.60,0.20,0.20,0.20,0.60,0.20,0.20,0.20,0.20",1428231961,
"comprar espejos a medida",7,0,20,0.23,http://www.hazmeprecio.com/presupuesto/espejos,0.04,0.00,0.66,661000,"0.99,0.33,0.67,0.67,0.33,0.33,0.33,0.33,0.67,0.99,0.99,0.99",1428088442,
"barnizar parquet",20,19,260,1.81,http://www.hazmeprecio.com/presupuesto/acuchillar-y-barnizar-parquet,0.04,0.05,0.80,96000,"0.99,0.81,0.81,0.66,0.66,0.99,0.99,0.99,0.99,0.81,0.66,0.81",1428256369,
"maderas rias baixas",20,0,260,0.00,http://www.hazmeprecio.com/empresa/maderas-rias-baixas,0.04,0.00,0.01,17000,"0.81,0.66,0.81,0.81,0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.99",1428396348,
"estanteria de pladur",14,13,110,0.10,http://www.hazmeprecio.com/presupuesto/estanteria-pladur,0.04,0.00,0.14,88000,"0.79,0.64,0.64,0.50,0.79,0.79,0.50,0.64,0.79,0.64,0.79,0.99",1428405330,
