Keyword,Position,Previous Position,Search Volume,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp,geo class,relevant class
vitra valencia,3,3,20,0.71,http://www.habitissimo.es/vitra/distribuidores,0.00,0.00,0.19,306000,"0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.99,0.60,0.80,0.60,0.40",1428252147,geo,norelevant
mueblescocina,3,0,20,0.79,http://fotos.habitissimo.es/muebles-cocina,0.00,0.00,0.82,647000,"0.67,0.67,0.67,0.33,0.67,0.67,0.99,0.99,0.99,0.33,0.99,0.67",1428664042,nogeo,norelevant
albañiles en leon,3,3,20,0.00,http://precio.habitissimo.es/albaniles/leon,0.00,0.00,0.44,210000,"0.67,0.67,0.33,0.67,0.67,0.33,0.99,0.33,0.33,0.33,0.67,0.33",1428183356,geo,relevant
precio m2 tarima flotante,3,2,20,1.36,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante,0.00,0.00,0.67,382000,"0.33,0.99,0.67,0.33,0.67,0.67,0.33,0.33,0.67,0.33,0.33,0.99",1428779499,nogeo,norelevant
reformas en viviendas,3,3,20,2.40,http://www.habitissimo.es/presupuestos/reformas-viviendas,0.00,0.00,0.89,10300000,"0.50,0.50,0.99,0.25,0.25,0.50,0.25,0.99,0.50,0.25,0.99,0.50",1428462724,nogeo,relevant
vestidores de obra,3,3,20,0.12,http://www.habitissimo.es/vestidores-obras_s,0.00,0.00,0.27,644000,"0.50,0.75,0.50,0.25,0.50,0.75,0.50,0.99,0.50,0.25,0.50,0.99",1428092318,nogeo,norelevant
aluminio pvc,3,4,20,0.81,http://preguntas.habitissimo.es/pregunta/cambiar-ventanas-por-aluminio-o-pvc,0.00,0.00,0.49,7370000,"0.99,0.99,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.67",1428338473,nogeo,norelevant
marcas de material electrico,3,3,20,0.00,http://www.habitissimo.es/marcas/materiales-electricidad,0.00,0.00,0.30,639000,"0.67,0.67,0.33,0.67,0.33,0.67,0.33,0.67,0.99,0.33,0.67,0.67",1428300801,nogeo,relevant
muebles para chimeneas,3,3,20,0.21,http://fotos.habitissimo.es/chimeneas,0.00,0.00,0.47,621000,"0.20,0.20,0.40,0.20,0.40,0.40,0.40,0.40,0.80,0.40,0.80,0.99",1428161425,geo,norelevant
decoracion en pladur,3,3,20,0.00,http://fotos.habitissimo.es/pladur,0.00,0.00,0.32,358000,"0.67,0.67,0.33,0.67,0.33,0.33,0.67,0.33,0.99,0.67,0.99,0.99",1428415379,nogeo,norelevant
trabajos verticales vizcaya,3,4,20,2.29,http://www.habitissimo.es/empresas/trabajos-verticales/vizcaya,0.00,0.00,0.87,117000,"0.75,0.25,0.25,0.50,0.50,0.25,0.50,0.99,0.75,0.25,0.99,0.75",1428779638,geo,norelevant
empresas de decoración,3,3,20,1.11,http://www.habitissimo.es/empresas/decoracion,0.00,0.00,0.81,10800000,"0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.99,0.99,0.99,0.99,0.99",1428232436,nogeo,norelevant
distribuidores sika,3,3,20,0.00,http://www.habitissimo.es/sika/distribuidores,0.00,0.00,0.27,328000,"0.67,0.99,0.67,0.67,0.67,0.99,0.67,0.67,0.67,0.33,0.33,0.33",1428114824,nogeo,norelevant
reformas y cocinas,3,0,20,3.19,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.83,779000,"0.67,0.33,0.33,0.33,0.67,0.33,0.67,0.67,0.99,0.67,0.99,0.99",1428265417,nogeo,relevant
suelos de microcemento pulido precios,3,3,20,2.00,http://precio.habitissimo.es/microcemento,0.00,0.00,0.92,76000,"0.99,0.28,0.14,0.14,0.28,0.28,0.28,0.14,0.28,0.14,0.14,0.14",1428247614,nogeo,norelevant
precio forrar armario empotrado,3,3,20,0.72,http://www.habitissimo.es/presupuestos/forrar-armario-empotrado,0.00,0.00,0.53,13000,"0.40,0.40,0.40,0.20,0.20,0.20,0.40,0.99,0.40,0.60,0.40,0.80",1428750561,nogeo,norelevant
pavimentos precios,3,4,20,1.40,http://precio.habitissimo.es/pavimentos-continuos,0.00,0.00,0.93,676000,"0.50,0.99,0.75,0.50,0.50,0.50,0.50,0.50,0.75,0.25,0.25,0.50",1428650561,nogeo,norelevant
pladur muebles,3,2,20,0.00,http://fotos.habitissimo.es/pladur,0.00,0.00,0.24,452000,"0.67,0.33,0.67,0.33,0.67,0.67,0.67,0.67,0.99,0.99,0.67,0.67",1428371773,nogeo,norelevant
cedula de habitabilidad tarragona,3,3,20,1.18,http://www.habitissimo.es/presupuestos/cedulas-de-habitabilidad/tarragona,0.00,0.00,0.98,9000,"0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.25,0.25,0.25",1428611130,geo,norelevant
ventana de aluminio o pvc,3,4,20,0.77,http://preguntas.habitissimo.es/pregunta/cambiar-ventanas-por-aluminio-o-pvc,0.00,0.00,0.66,517000,"0.20,0.20,0.40,0.20,0.40,0.60,0.20,0.40,0.60,0.20,0.99,0.99",1428227532,nogeo,norelevant
precio mantenimiento extintores,3,0,20,1.82,http://www.habitissimo.es/presupuestos/mantenimiento-extintores,0.00,0.00,0.82,383000,"0.50,0.50,0.50,0.50,0.50,0.25,0.75,0.50,0.50,0.75,0.99,0.50",1428236874,nogeo,norelevant
marcas edredones,3,3,20,0.08,http://www.habitissimo.es/marcas/edredones,0.00,0.00,0.53,746000,"0.50,0.25,0.25,0.25,0.25,0.25,0.50,0.99,0.75,0.50,0.99,0.75",1428414086,nogeo,norelevant
salgar barcelona,3,3,20,0.74,http://www.habitissimo.es/salgar/distribuidores/barcelona,0.00,0.00,0.16,207000,"0.60,0.20,0.20,0.20,0.40,0.20,0.40,0.40,0.99,0.40,0.40,0.20",1428376305,geo,norelevant
presupuesto de reforma de cocina,3,0,20,3.38,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.92,621000,"0.99,0.67,0.67,0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.67,0.99",1428409296,nogeo,relevant
marcas mobiliario bebe,3,2,20,0.17,http://www.habitissimo.es/marcas/mobiliario-infantil,0.00,0.00,0.51,620000,"0.33,0.33,0.33,0.67,0.67,0.99,0.67,0.33,0.33,0.33,0.33,0.67",1428701697,nogeo,norelevant
toldos valencia precios,3,3,20,0.00,http://precio.habitissimo.es/toldos/valencia,0.00,0.00,0.85,434000,"0.20,0.40,0.80,0.60,0.99,0.40,0.20,0.20,0.20,0.20,0.20,0.20",1428736988,geo,relevant
cortinas para salon fotos,3,0,20,0.00,http://fotos.habitissimo.es/cortinas,0.00,0.00,0.46,638000,"0.11,0.11,0.11,0.11,0.11,0.11,0.44,0.99,0.11,0.11,0.11,0.11",1428770201,nogeo,norelevant
las mejores ventanas de aluminio,3,3,20,0.50,http://preguntas.habitissimo.es/pregunta/cambiar-ventanas-por-aluminio-o-pvc,0.00,0.00,0.75,606000,"0.25,0.25,0.25,0.25,0.50,0.50,0.75,0.50,0.99,0.50,0.75,0.99",1428693281,nogeo,norelevant
ad hoc gijon,3,3,20,0.00,http://www.habitissimo.es/ad-hoc-interiorismo-gijon-iii,0.00,0.00,0.12,80000,"0.99,0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.33,0.33",1428260657,geo,norelevant
microcemento suelos,3,2,20,2.34,http://precio.habitissimo.es/microcemento,0.00,0.00,0.82,225000,"0.99,0.40,0.20,0.20,0.40,0.20,0.40,0.60,0.60,0.20,0.60,0.40",1428243119,nogeo,norelevant
precio riego automatico,3,3,20,0.15,http://www.habitissimo.es/presupuestos/instalar-riego-automatico,0.00,0.00,0.85,239000,"0.99,0.99,0.99,0.99,0.33,0.99,0.67,0.33,0.33,0.33,0.33,0.99",1428260622,nogeo,norelevant
precio instalacion pladur,3,4,20,1.11,http://precio.habitissimo.es/pladur,0.00,0.00,0.34,191000,"0.67,0.67,0.67,0.67,0.33,0.33,0.67,0.99,0.67,0.67,0.99,0.67",1428413646,nogeo,norelevant
pergolas mallorca,3,4,20,0.68,http://www.habitissimo.es/presupuestos/pergolas/illes-balears/palma-de-mallorca,0.00,0.00,0.87,69000,"0.75,0.75,0.99,0.99,0.99,0.50,0.25,0.25,0.25,0.25,0.25,0.25",1428442784,nogeo,norelevant
mudanzas pisos,3,0,20,0.00,http://www.habitissimo.es/presupuestos/mudanzas-pisos,0.00,0.00,0.32,988000,"0.80,0.20,0.20,0.40,0.99,0.40,0.20,0.40,0.20,0.20,0.20,0.60",1428382407,nogeo,norelevant
reforma cocinas barcelona,3,4,20,3.58,http://precio.habitissimo.es/reformas-cocinas/barcelona,0.00,0.01,0.93,3520000,"0.75,0.50,0.25,0.50,0.50,0.25,0.50,0.75,0.50,0.25,0.99,0.75",1428209257,geo,relevant
pintores barcelona presupuesto,3,0,20,4.59,http://precio.habitissimo.es/pintores/barcelona,0.00,0.01,0.98,404000,"0.50,0.25,0.50,0.25,0.50,0.50,0.25,0.99,0.25,0.50,0.50,0.75",1428659978,geo,relevant
arquitectos girona,3,3,20,0.74,http://www.habitissimo.es/empresas/arquitectos/girona,0.00,0.00,0.71,686000,"0.40,0.20,0.60,0.20,0.40,0.20,0.20,0.99,0.40,0.40,0.40,0.60",1428174619,geo,norelevant
ventanas de aluminio alicante,3,3,20,0.79,http://www.habitissimo.es/presupuestos/carpinteria-aluminio/alicante,0.00,0.00,0.90,531000,"0.99,0.14,0.28,0.14,0.28,0.28,0.28,0.14,0.14,0.28,0.43,0.28",1428123583,geo,norelevant
aluminio o pvc para ventanas,3,8,20,1.18,http://preguntas.habitissimo.es/pregunta/cambiar-ventanas-por-aluminio-o-pvc,0.00,0.00,0.73,562000,"0.99,0.25,0.75,0.50,0.50,0.25,0.25,0.25,0.50,0.25,0.75,0.50",1428376116,nogeo,norelevant
parquet flotante laminado,3,4,20,0.19,http://preguntas.habitissimo.es/pregunta/cual-es-la-diferencia-entre-suelo-laminado-y-tarima-flotante,0.00,0.00,0.77,92000,"0.20,0.20,0.40,0.40,0.40,0.40,0.99,0.20,0.40,0.40,0.40,0.40",1428836721,nogeo,relevant
precios mudanza,3,4,20,1.27,http://precio.habitissimo.es/mudanzas-viviendas,0.00,0.00,0.98,597000,"0.67,0.33,0.33,0.67,0.67,0.33,0.33,0.99,0.67,0.33,0.33,0.67",1428140886,nogeo,norelevant
piscinas y precios,3,4,20,0.72,http://precio.habitissimo.es/construccion-piscinas,0.00,0.00,0.96,18400000,"0.40,0.40,0.60,0.40,0.99,0.60,0.20,0.20,0.20,0.20,0.20,0.20",1428837172,nogeo,norelevant
desmontar uralita,3,3,20,2.38,http://www.habitissimo.es/presupuestos/retirar-tejados-fibrocemento-uralita,0.00,0.00,0.98,19000,"0.67,0.99,0.99,0.99,0.67,0.33,0.67,0.67,0.67,0.33,0.67,0.33",1428569054,nogeo,norelevant
precio trasdosado pladur,3,2,20,0.02,http://www.habitissimo.es/presupuestos/trasdosado-pladur,0.00,0.00,0.09,20000,"0.40,0.40,0.20,0.20,0.40,0.20,0.20,0.40,0.60,0.60,0.99,0.80",1428501750,nogeo,norelevant
microcemento palma de mallorca,3,3,20,1.89,http://www.habitissimo.es/empresas/microcemento/illes-balears/palma-de-mallorca,0.00,0.00,0.93,17000,"0.67,0.99,0.67,0.99,0.67,0.67,0.33,0.99,0.67,0.33,0.33,0.99",1428395558,geo,norelevant
funatic electrodomesticos,3,4,20,0.13,http://www.habitissimo.es/funnatic-electrodomesticos-tienda-on-line,0.00,0.00,0.48,60000,"0.75,0.99,0.50,0.50,0.50,0.50,0.25,0.25,0.25,0.50,0.75,0.50",1428759082,nogeo,relevant
trabajos con pladur,3,4,20,0.00,http://preguntas.habitissimo.es/pregunta/orientacion-precios-trabajos-de-pladur,0.00,0.00,0.16,446000,"0.99,0.99,0.67,0.67,0.67,0.67,0.67,0.67,0.99,0.33,0.99,0.99",1428673373,nogeo,norelevant
puertas para vestidor,3,5,20,0.21,http://fotos.habitissimo.es/armarios-y-vestidores/moderno,0.00,0.00,0.38,489000,"0.67,0.33,0.67,0.33,0.33,0.33,0.67,0.67,0.67,0.67,0.33,0.99",1428429113,nogeo,norelevant
domotica precio,3,3,20,0.60,http://precio.habitissimo.es/domotica,0.00,0.00,0.95,397000,"0.33,0.99,0.67,0.67,0.33,0.67,0.33,0.67,0.67,0.67,0.67,0.33",1428371477,nogeo,norelevant
mantenimiento ascensores sevilla,3,3,20,4.23,http://www.habitissimo.es/empresas/mantenimiento-ascensores/sevilla,0.00,0.01,0.97,312000,"0.75,0.75,0.25,0.25,0.50,0.25,0.50,0.99,0.50,0.25,0.25,0.25",1428674542,geo,norelevant
empresas arquitectura madrid,3,3,20,1.01,http://www.habitissimo.es/empresas/arquitectos/madrid,0.00,0.00,0.85,10900000,"0.50,0.25,0.25,0.25,0.25,0.50,0.99,0.50,0.99,0.25,0.50,0.50",1428693218,geo,norelevant
precio fontanero,3,0,20,0.83,http://precio.habitissimo.es/fontaneros/barcelona,0.00,0.00,0.90,427000,"0.67,0.67,0.67,0.67,0.99,0.67,0.33,0.99,0.99,0.67,0.99,0.67",1428420229,nogeo,relevant
comprar agua para piscina,3,1,20,1.33,http://www.habitissimo.es/presupuestos/agua-piscina,0.00,0.00,1.00,766000,"0.28,0.56,0.43,0.99,0.43,0.14,0.14,0.14,0.14,0.00,0.14,0.14",1428818785,nogeo,norelevant
microcemento tarragona,3,3,20,1.92,http://www.habitissimo.es/presupuestos/microcemento/tarragona,0.00,0.00,0.86,102000,"0.67,0.67,0.67,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.99",1428582153,geo,norelevant
precio reforma integral cocina,3,0,20,1.92,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.81,394000,"0.50,0.99,0.99,0.99,0.50,0.50,0.50,0.50,0.99,0.99,0.99,0.99",1428477644,nogeo,relevant
puertas mallorquinas de madera,3,7,20,0.76,http://www.habitissimo.es/presupuestos/puertas-mallorquinas,0.00,0.00,0.74,116000,"0.14,0.14,0.14,0.14,0.43,0.99,0.14,0.14,0.14,0.14,0.14,0.14",1428400262,nogeo,norelevant
suelo marmol precio,3,3,20,0.41,http://precio.habitissimo.es/marmolistas,0.00,0.00,0.85,405000,"0.20,0.20,0.20,0.20,0.40,0.40,0.40,0.40,0.80,0.40,0.60,0.99",1428679253,nogeo,norelevant
pladur salamanca,3,3,20,0.00,http://www.habitissimo.es/empresas/pladur/salamanca,0.00,0.00,0.04,346000,"0.75,0.25,0.25,0.25,0.50,0.99,0.25,0.50,0.50,0.25,0.25,0.25",1428093047,geo,norelevant
precios naves industriales,3,0,20,1.20,http://precio.habitissimo.es/construccion-naves-industriales,0.00,0.00,0.77,605000,"0.67,0.99,0.99,0.67,0.33,0.33,0.67,0.67,0.67,0.33,0.67,0.67",1428289508,nogeo,norelevant
hormigon impreso valencia precios,3,3,20,2.47,http://www.habitissimo.es/presupuestos/poner-hormigon-impreso-o-estampado/valencia,0.00,0.00,0.84,69000,"0.99,0.99,0.99,0.33,0.99,0.67,0.33,0.33,0.33,0.33,0.33,0.33",1428251739,geo,norelevant
reforma de cocinas y baños,3,2,20,1.63,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.94,764000,"0.25,0.00,0.25,0.25,0.25,0.25,0.25,0.75,0.50,0.50,0.50,0.99",1428202940,nogeo,relevant
muebles en pladur,3,2,20,0.00,http://fotos.habitissimo.es/pladur,0.00,0.00,0.21,465000,"0.99,0.99,0.67,0.67,0.33,0.99,0.67,0.67,0.99,0.67,0.67,0.99",1428496111,nogeo,norelevant
reformas de vivienda,4,3,20,2.11,http://precio.habitissimo.es/reformas-viviendas/madrid,0.00,0.00,0.99,18700000,"0.67,0.33,0.99,0.33,0.33,0.67,0.67,0.33,0.33,0.67,0.67,0.33",1428428966,nogeo,relevant
tejados panel sandwich,4,12,20,1.12,http://www.habitissimo.es/presupuestos/instalar-panel-sandwich-tejado,0.00,0.00,0.86,66000,"0.67,0.33,0.67,0.67,0.67,0.99,0.67,0.67,0.99,0.67,0.99,0.67",1428823602,nogeo,norelevant
trabajos de albañileria precios,4,4,20,1.39,http://precio.habitissimo.es/albaniles,0.00,0.00,0.51,374000,"0.50,0.25,0.50,0.25,0.50,0.50,0.50,0.50,0.99,0.25,0.50,0.50",1428179402,nogeo,relevant
empresas de construccion en vigo,4,4,20,1.52,http://www.habitissimo.es/empresas/construcciones-reformas/pontevedra/vigo,0.00,0.00,0.89,375000,"0.67,0.67,0.67,0.67,0.99,0.67,0.67,0.99,0.67,0.33,0.99,0.67",1428318238,geo,norelevant
sustituir bombillas halogenas por leds,4,4,20,0.08,http://preguntas.habitissimo.es/pregunta/cambiar-de-halogenos-a-led,0.00,0.00,0.87,190000,"0.60,0.20,0.40,0.20,0.40,0.20,0.40,0.99,0.80,0.60,0.40,0.20",1428314388,nogeo,norelevant
empresas de mantenimiento en barcelona,4,4,20,1.87,http://www.habitissimo.es/empresas/mantenimiento/barcelona,0.00,0.00,0.93,11200000,"0.99,0.99,0.25,0.25,0.25,0.75,0.50,0.50,0.25,0.75,0.75,0.50",1428659553,geo,norelevant
casas de madera y luz,4,3,20,0.00,http://www.habitissimo.es/de-madera-y-luz-s-l,0.00,0.00,0.83,16400000,"0.50,0.99,0.50,0.50,0.25,0.50,0.50,0.25,0.25,0.25,0.25,0.25",1428642005,nogeo,norelevant
presupuestos reforma,4,4,20,3.70,http://www.habitissimo.es/presupuestos/reformas,0.00,0.00,0.90,23600000,"0.67,0.33,0.33,0.33,0.67,0.33,0.67,0.99,0.67,0.33,0.67,0.33",1428679689,nogeo,relevant
diseño cafeterias modernas,4,0,20,0.00,http://www.habitissimo.es/ideas/como-decorar-una-cafeteria-moderna,0.00,0.00,0.23,464000,"0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.99,0.99,0.99,0.99,0.99",1428765828,nogeo,norelevant
chimeneas algeciras,4,4,20,0.21,http://www.habitissimo.es/pierre-chimen-sl,0.00,0.00,0.67,82000,"0.14,0.14,0.14,0.14,0.14,0.14,0.43,0.28,0.43,0.71,0.99,0.43",1428741863,geo,norelevant
pintores asturias,4,4,20,0.56,http://www.habitissimo.es/empresas/pintores/asturias,0.00,0.00,0.34,570000,"0.50,0.99,0.25,0.50,0.25,0.50,0.50,0.50,0.75,0.25,0.50,0.75",1428141125,geo,relevant
pintores las palmas,4,0,20,0.72,http://www.habitissimo.es/empresas/pintores/las-palmas/las-palmas-de-gran-canaria,0.00,0.00,0.62,585000,"0.50,0.75,0.50,0.25,0.25,0.50,0.50,0.50,0.50,0.99,0.75,0.75",1428360751,geo,relevant
instalacion aire acondicionado centralizado,4,5,20,0.00,http://www.habitissimo.es/presupuestos/instalar-aire-acondicionado-centralizado,0.00,0.00,0.66,348000,"0.33,0.33,0.33,0.67,0.67,0.99,0.67,0.33,0.33,0.33,0.33,0.33",1428360613,nogeo,relevant
casas prefabricadas caceres,4,4,20,0.28,http://www.habitissimo.es/presupuestos/construccion-casas-prefabricadas/caceres,0.00,0.00,0.56,203000,"0.67,0.99,0.33,0.67,0.67,0.99,0.99,0.67,0.67,0.33,0.99,0.67",1428183789,geo,norelevant
lacar puertas con pistola,4,5,20,0.00,http://preguntas.habitissimo.es/pregunta/lacar-puertas-de-madera-y-sus-marcos,0.00,0.00,0.17,19000,"0.75,0.50,0.75,0.50,0.75,0.50,0.50,0.50,0.25,0.25,0.99,0.99",1428381998,nogeo,norelevant
coste de licencia de apertura,4,4,20,1.45,http://precio.habitissimo.es/licencias,0.00,0.00,0.59,402000,"0.75,0.25,0.50,0.50,0.25,0.25,0.25,0.50,0.50,0.50,0.75,0.99",1428154400,nogeo,norelevant
calefaccion murcia,4,4,20,1.31,http://www.habitissimo.es/empresas/calefaccion/murcia,0.00,0.00,0.93,583000,"0.28,0.14,0.56,0.43,0.14,0.14,0.14,0.28,0.99,0.43,0.56,0.28",1428732378,geo,relevant
armarios empotrados sin obra,4,4,20,0.40,http://www.habitissimo.es/empresas/armarios-empotrados-sin-obra,0.00,0.00,0.69,465000,"0.33,0.67,0.67,0.67,0.33,0.67,0.33,0.67,0.99,0.33,0.67,0.99",1428823511,nogeo,norelevant
piscina interior climatizada,4,3,20,0.73,http://www.habitissimo.es/presupuestos/piscina-climatizada,0.00,0.00,0.55,305000,"0.99,0.50,0.50,0.50,0.99,0.99,0.99,0.50,0.99,0.50,0.50,0.99",1428213804,nogeo,relevant
maneki futon,4,4,20,0.34,http://www.habitissimo.es/maneki-futon,0.00,0.00,0.36,11000,"0.99,0.67,0.67,0.67,0.67,0.99,0.67,0.67,0.67,0.33,0.99,0.99",1428165356,nogeo,norelevant
reformas granollers,4,6,20,1.83,http://www.habitissimo.es/empresas/reformas-banos/barcelona/granollers,0.00,0.00,0.92,357000,"0.75,0.75,0.50,0.50,0.50,0.75,0.75,0.25,0.50,0.25,0.50,0.99",1428382193,geo,relevant
pintores terrassa,4,3,20,2.35,http://www.habitissimo.es/empresas/pintores/barcelona/terrassa,0.00,0.00,0.90,208000,"0.99,0.99,0.67,0.67,0.67,0.67,0.99,0.99,0.99,0.67,0.99,0.33",1428482036,geo,relevant
empresas de limpieza leon,4,4,20,1.02,http://www.habitissimo.es/empresas/limpieza/leon,0.00,0.00,0.85,508000,"0.99,0.67,0.33,0.67,0.67,0.33,0.67,0.99,0.67,0.67,0.99,0.99",1428092836,geo,norelevant
cierzo aire acondicionado,4,5,20,0.00,http://www.habitissimo.es/cierzo-climatizacion,0.00,0.00,0.23,10000,"0.40,0.40,0.20,0.99,0.80,0.20,0.20,0.20,0.40,0.20,0.40,0.40",1428395602,nogeo,relevant
mejores hornos electricos,4,8,20,0.12,http://www.habitissimo.es/ideas/como-elegir-el-mejor-horno-para-la-cocina,0.00,0.00,0.73,185000,"0.25,0.25,0.50,0.50,0.25,0.25,0.25,0.99,0.99,0.75,0.50,0.25",1428343138,geo,relevant
empresas de limpieza en barakaldo,4,3,20,0.00,http://www.habitissimo.es/empresas/limpieza/vizcaya/barakaldo,0.00,0.00,0.88,336000,"0.99,0.40,0.60,0.40,0.20,0.40,0.80,0.60,0.40,0.40,0.60,0.40",1428265641,geo,norelevant
puertas hospitalet,4,5,20,2.02,http://www.habitissimo.es/empresas/puertas/barcelona/l-hospitalet-de-llobregat,0.00,0.00,0.65,455000,"0.67,0.33,0.33,0.33,0.67,0.33,0.67,0.67,0.67,0.67,0.99,0.67",1428123555,geo,norelevant
marcas en las puertas,4,4,20,0.00,http://www.habitissimo.es/marcas/puertas-interior,0.00,0.00,0.03,11100000,"0.99,0.99,0.99,0.33,0.67,0.99,0.99,0.67,0.33,0.33,0.99,0.99",1428087798,nogeo,norelevant
pladur en granada,4,6,20,0.07,http://www.habitissimo.es/presupuestos/pladur/granada,0.00,0.00,0.18,430000,"0.99,0.99,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.99,0.99,0.50",1428847658,geo,norelevant
velux valencia,4,4,20,0.00,http://www.habitissimo.es/presupuestos/ventana-velux/valencia,0.00,0.00,0.26,194000,"0.50,0.50,0.75,0.75,0.99,0.50,0.50,0.50,0.25,0.25,0.25,0.25",1428586483,geo,norelevant
armarios empotrados en valencia,4,4,20,0.56,http://www.habitissimo.es/presupuestos/armarios-empotrados/valencia,0.00,0.00,0.81,3680000,"0.25,0.50,0.50,0.25,0.50,0.25,0.50,0.50,0.75,0.25,0.75,0.99",1428573370,geo,norelevant
precio de parquet flotante,4,4,20,1.21,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante,0.00,0.00,0.85,359000,"0.40,0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.40,0.80,0.99,0.60",1428415399,nogeo,relevant
fontaneros en toledo,4,5,20,2.58,http://www.habitissimo.es/presupuestos/fontaneros/toledo,0.00,0.00,0.93,477000,"0.67,0.67,0.99,0.67,0.67,0.67,0.99,0.67,0.99,0.99,0.33,0.67",1428236898,geo,relevant
pando extractores,4,6,20,0.00,http://www.habitissimo.es/pando/catalogos,0.00,0.00,0.50,45000,"0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.99,0.67",1428236182,nogeo,norelevant
originales arboles de navidad,4,3,20,0.00,http://www.habitissimo.es/ideas/arboles-de-navidad-creativos-y-originales,0.00,0.00,0.00,321000,"0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.50,0.99,0.07,0.07",1428674596,nogeo,norelevant
empresas mantenimiento malaga,4,0,20,2.33,http://www.habitissimo.es/empresas/mantenimiento-comunidades/malaga,0.00,0.00,0.90,727000,"0.40,0.40,0.60,0.20,0.99,0.20,0.40,0.20,0.60,0.20,0.20,0.60",1428414258,geo,norelevant
gaston y daniela sevilla,4,4,20,0.72,http://www.habitissimo.es/gaston-y-daniela/distribuidores,0.00,0.00,0.15,136000,"0.60,0.20,0.40,0.20,0.40,0.20,0.80,0.60,0.40,0.40,0.60,0.99",1428356042,geo,norelevant
precio de tarima,4,4,20,0.65,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante,0.00,0.00,0.96,1250000,"0.75,0.50,0.50,0.50,0.50,0.25,0.50,0.75,0.50,0.50,0.99,0.75",1428261255,nogeo,norelevant
herreros en cordoba,4,4,20,0.00,http://www.habitissimo.es/presupuestos/herreros/cordoba,0.00,0.00,0.02,252000,"0.67,0.33,0.33,0.67,0.33,0.67,0.99,0.33,0.33,0.33,0.33,0.33",1428232136,geo,norelevant
pladur cadiz,4,4,20,0.00,http://www.habitissimo.es/empresas/pladur/cadiz,0.00,0.00,0.03,267000,"0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.99,0.99,0.67,0.67,0.33",1428495938,geo,norelevant
precio de licencia de apertura,4,4,20,1.00,http://precio.habitissimo.es/licencias,0.00,0.00,0.75,548000,"0.50,0.50,0.99,0.50,0.25,0.25,0.50,0.25,0.50,0.50,0.75,0.99",1428391773,nogeo,norelevant
showroom trastornados,4,5,20,1.12,http://www.habitissimo.es/shoroom-trastornados,0.00,0.00,0.19,0,"0.50,0.50,0.99,0.50,0.99,0.50,0.99,0.99,0.99,0.99,0.99,0.99",1428793096,nogeo,norelevant
puertas correderas murcia,4,3,20,0.76,http://www.habitissimo.es/presupuestos/puertas-correderas/murcia,0.00,0.00,0.70,290000,"0.99,0.50,0.99,0.50,0.99,0.50,0.99,0.99,0.99,0.50,0.50,0.50",1428356344,geo,norelevant
biomasa guadalajara,4,7,20,0.26,http://www.habitissimo.es/presupuestos/instalar-caldera-biomasa-pellets/guadalajara,0.00,0.00,0.48,237000,"0.33,0.33,0.33,0.99,0.99,0.33,0.33,0.67,0.67,0.67,0.99,0.67",1428289880,geo,norelevant
puertas de garaje de aluminio,4,4,20,0.98,http://www.habitissimo.es/presupuestos/puerta-garaje-aluminio,0.00,0.00,0.95,698000,"0.99,0.99,0.67,0.67,0.67,0.99,0.99,0.67,0.67,0.33,0.67,0.67",1428664169,nogeo,norelevant
precios del aluminio,4,6,20,0.00,http://precio.habitissimo.es/carpinteria-aluminio,0.00,0.00,0.50,10900000,"0.33,0.99,0.67,0.33,0.33,0.33,0.67,0.67,0.67,0.33,0.67,0.33",1428128020,nogeo,norelevant
novaporta,4,2,20,0.00,http://www.habitissimo.es/nova-porta,0.00,0.00,0.00,154000,"0.67,0.99,0.99,0.33,0.67,0.33,0.99,0.67,0.67,0.33,0.67,0.33",1428788138,nogeo,norelevant
tiendas de piscinas en valencia,4,6,20,2.27,http://www.habitissimo.es/empresas/mantenimiento-piscinas/valencia,0.00,0.00,0.86,501000,"0.40,0.40,0.60,0.99,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20",1428123470,geo,norelevant
