Keyword,Position,Previous Position,Search Volume,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp,geo
cerramientos parcelas,4,4,30,0.82,http://www.hazmeprecio.com/presupuesto/cerramiento-parcela,0.12,0.07,0.78,423000,"0.60,0.40,0.60,0.60,0.60,0.60,0.40,0.60,0.40,0.40,0.60,0.99",1428775033,nogeo
cuanto cuesta un guardamuebles,10,11,70,2.24,http://www.hazmeprecio.com/presupuesto/guardamuebles/madrid,0.12,0.19,0.77,15000,"0.99,0.99,0.99,0.99,0.71,0.71,0.99,0.71,0.99,0.99,0.99,0.99",1428260706,nogeo
presupuestos aire acondicionado,10,11,70,2.65,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.12,0.22,0.92,597000,"0.33,0.33,0.43,0.81,0.99,0.33,0.33,0.24,0.10,0.24,0.19,0.14",1428390998,nogeo
velux coruña,8,8,70,0.33,http://www.hazmeprecio.com/presupuesto/ventanas-velux/a-coruña,0.12,0.02,0.26,67000,"0.78,0.56,0.78,0.99,0.78,0.78,0.78,0.78,0.78,0.56,0.78,0.78",1428814515,geo
presupuesto construir casa,9,10,70,0.80,http://www.hazmeprecio.com/presupuesto/construccion-casa,0.12,0.06,0.83,11100000,"0.99,0.78,0.78,0.56,0.33,0.56,0.99,0.44,0.99,0.44,0.78,0.78",1428083967,nogeo
hormigon impreso avila,8,10,70,0.86,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/avila,0.12,0.07,0.56,27000,"0.41,0.28,0.28,0.28,0.28,0.12,0.28,0.41,0.53,0.65,0.99,0.65",1428123413,geo
techos de escayola precios,4,3,30,0.50,http://www.hazmeprecio.com/presupuesto/techo-de-escayola,0.12,0.04,0.59,221000,"0.40,0.20,0.80,0.80,0.40,0.40,0.20,0.40,0.60,0.40,0.80,0.99",1428701869,nogeo
escayolistas en madrid,10,10,70,0.38,http://www.hazmeprecio.com/presupuesto/escayolistas/madrid,0.12,0.03,0.74,122000,"0.33,0.56,0.56,0.78,0.56,0.78,0.78,0.99,0.99,0.78,0.99,0.33",1428110691,geo
pared pladur precio,4,0,30,0.33,http://www.hazmeprecio.com/presupuesto/tabique-pladur,0.12,0.02,0.24,215000,"0.20,0.40,0.60,0.40,0.60,0.60,0.60,0.40,0.60,0.60,0.80,0.99",1428352073,nogeo
cerramiento terraza precio,8,9,70,1.96,http://www.hazmeprecio.com/presupuesto/cerramiento-terraza,0.12,0.17,0.84,365000,"0.64,0.36,0.64,0.50,0.50,0.79,0.99,0.21,0.36,0.36,0.79,0.50",1428807984,nogeo
presupuesto cocina completa,10,11,70,1.06,http://www.hazmeprecio.com/presupuesto/reforma-integral-cocina,0.12,0.09,0.70,666000,"0.24,0.28,0.41,0.41,0.28,0.28,0.18,0.18,0.28,0.82,0.99,0.53",1428178964,nogeo
precios armarios a medida,9,10,70,0.38,http://www.hazmeprecio.com/presupuesto/armarios-a-medida,0.12,0.03,0.91,581000,"0.82,0.45,0.45,0.36,0.45,0.45,0.82,0.64,0.99,0.36,0.99,0.82",1428827799,nogeo
espejos a medida online,8,8,70,0.39,http://www.hazmeprecio.com/presupuesto/espejos,0.12,0.03,0.73,563000,"0.12,0.18,0.18,0.24,0.28,0.28,0.41,0.99,0.65,0.18,0.28,0.53",1428651003,nogeo
climalit precios,10,12,70,0.67,http://www.hazmeprecio.com/presupuesto/cristales-climalit,0.12,0.05,0.68,380000,"0.99,0.99,0.99,0.78,0.22,0.44,0.44,0.56,0.56,0.78,0.99,0.78",1428673019,nogeo
precio espejo a medida,9,9,70,0.32,http://www.hazmeprecio.com/presupuesto/espejos,0.12,0.02,0.62,801000,"0.99,0.36,0.09,0.45,0.45,0.45,0.82,0.99,0.82,0.27,0.36,0.45",1428169610,nogeo
espejos a medida madrid,10,9,70,0.48,http://www.hazmeprecio.com/madrid/presupuesto-comprar-unos-espejos-a-medida,0.12,0.04,0.80,549000,"0.99,0.56,0.78,0.56,0.44,0.99,0.78,0.99,0.99,0.56,0.44,0.56",1428242595,geo
armarios a medida murcia,4,4,30,0.45,http://www.hazmeprecio.com/presupuesto/armarios-a-medida/murcia,0.12,0.03,0.72,450000,"0.14,0.28,0.28,0.43,0.28,0.28,0.28,0.71,0.56,0.43,0.99,0.56",1428285462,geo
pulir tarima flotante,4,4,30,1.55,http://www.hazmeprecio.com/presupuesto/acuchillar-tarima,0.12,0.13,0.60,27000,"0.75,0.25,0.50,0.75,0.75,0.99,0.99,0.75,0.99,0.99,0.99,0.99",1428814856,nogeo
precio m2 alicatado baño,4,4,30,0.00,http://www.hazmeprecio.com/presupuesto/alicatar-baño,0.12,0.00,0.34,311000,"0.50,0.50,0.50,0.50,0.75,0.75,0.99,0.50,0.75,0.50,0.99,0.50",1428462733,nogeo
precio gasoil calefaccion asturias,9,8,70,0.59,http://www.hazmeprecio.com/presupuesto/calefaccion-de-gasoil/asturias,0.12,0.05,0.54,151000,"0.14,0.14,0.10,0.14,0.14,0.10,0.10,0.24,0.52,0.99,0.99,0.67",1428491032,geo
rejas de aluminio para ventanas,7,13,50,0.68,http://www.hazmeprecio.com/presupuesto/rejas-aluminio,0.11,0.05,0.78,546000,"0.71,0.99,0.43,0.28,0.43,0.99,0.99,0.56,0.71,0.28,0.71,0.56",1428581792,nogeo
vestir armarios por dentro,7,8,50,0.88,http://www.hazmeprecio.com/presupuesto/vestir-armarios,0.11,0.07,0.59,507000,"0.21,0.21,0.99,0.36,0.36,0.21,0.21,0.28,0.50,0.14,0.28,0.14",1428318621,nogeo
coste instalacion aire acondicionado,5,5,40,1.59,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.11,0.13,0.79,3500000,"0.18,0.27,0.45,0.99,0.64,0.36,0.36,0.18,0.18,0.18,0.36,0.36",1428300950,nogeo
presupuesto electricidad,7,8,50,1.29,http://www.hazmeprecio.com/presupuesto/electricidad,0.11,0.10,0.49,14600000,"0.71,0.56,0.71,0.43,0.43,0.43,0.56,0.71,0.99,0.28,0.71,0.99",1428218660,nogeo
espejos para gimnasio,5,6,40,0.44,http://www.hazmeprecio.com/presupuesto/espejos,0.11,0.03,0.63,635000,"0.28,0.43,0.28,0.14,0.43,0.28,0.99,0.99,0.99,0.43,0.99,0.99",1428462078,nogeo
microcemento precio metro cuadrado,6,4,40,1.11,http://www.hazmeprecio.com/presupuesto/colocacion-microcemento,0.11,0.09,0.90,20000,"0.56,0.14,0.28,0.28,0.43,0.28,0.99,0.99,0.56,0.71,0.43,0.43",1428506342,nogeo
precio instalacion caldera,5,5,40,3.04,http://www.hazmeprecio.com/presupuesto/instalar-caldera,0.11,0.25,0.99,388000,"0.80,0.40,0.40,0.60,0.40,0.40,0.60,0.40,0.99,0.80,0.99,0.99",1428309291,nogeo
insonorizacion de locales,7,7,50,2.06,http://www.hazmeprecio.com/presupuesto/insonorizacion-local,0.11,0.17,0.98,416000,"0.56,0.56,0.56,0.56,0.22,0.11,0.44,0.56,0.56,0.78,0.99,0.78",1428300888,nogeo
presupuesto casa,7,6,50,1.01,http://www.hazmeprecio.com/presupuesto/construccion-casa,0.11,0.08,0.59,42100000,"0.80,0.60,0.80,0.80,0.60,0.99,0.99,0.99,0.99,0.80,0.80,0.99",1428198684,nogeo
persianas motorizadas precios,6,5,40,1.03,http://www.hazmeprecio.com/presupuesto/motorizar-persiana,0.11,0.08,0.96,48000,"0.40,0.20,0.80,0.99,0.99,0.40,0.99,0.80,0.60,0.99,0.99,0.80",1428630229,nogeo
construir un chalet,5,6,40,0.49,http://www.hazmeprecio.com/presupuesto/construir-chalet,0.11,0.04,0.79,577000,"0.56,0.28,0.99,0.56,0.43,0.56,0.56,0.43,0.71,0.43,0.56,0.43",1428323140,nogeo
precio puerta blindada instalada,5,5,40,1.05,http://www.hazmeprecio.com/presupuesto/puertas-blindadas/barcelona,0.11,0.08,0.88,33000,"0.00,0.14,0.56,0.56,0.71,0.56,0.99,0.56,0.71,0.71,0.99,0.71",1428736673,nogeo
cuanto cuesta una ventana de pvc,5,5,40,0.77,http://www.hazmeprecio.com/presupuesto/ventanas-pvc,0.11,0.06,0.72,102000,"0.80,0.60,0.80,0.60,0.40,0.40,0.99,0.80,0.60,0.60,0.99,0.80",1428300840,nogeo
precio amueblar cocina,5,6,40,0.48,http://www.hazmeprecio.com/presupuesto/amueblar-cocina,0.11,0.03,0.72,897000,"0.71,0.43,0.43,0.43,0.43,0.43,0.28,0.71,0.71,0.99,0.99,0.99",1428732792,nogeo
hormigon impreso salamanca,7,8,50,1.95,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/salamanca,0.11,0.16,0.68,56000,"0.99,0.78,0.78,0.56,0.44,0.22,0.44,0.44,0.78,0.78,0.78,0.56",1428525058,geo
espejos para gimnasios,6,6,40,0.36,http://www.hazmeprecio.com/presupuesto/espejos,0.11,0.02,0.74,643000,"0.71,0.71,0.71,0.56,0.99,0.43,0.56,0.56,0.56,0.14,0.71,0.43",1428347329,nogeo
cuanto vale una cocina completa,6,7,40,0.36,http://www.hazmeprecio.com/presupuesto/cocina-nueva,0.11,0.02,0.37,276000,"0.56,0.43,0.43,0.14,0.28,0.56,0.56,0.71,0.71,0.43,0.99,0.56",1428745690,nogeo
instalacion de aire acondicionado precio,7,5,50,1.88,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.11,0.15,0.98,714000,"0.21,0.21,0.64,0.99,0.79,0.50,0.36,0.21,0.21,0.07,0.21,0.21",1428083596,nogeo
precio parquet instalado,6,0,40,1.29,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante,0.11,0.10,0.79,215000,"0.99,0.56,0.44,0.22,0.11,0.22,0.33,0.22,0.44,0.44,0.56,0.44",1428496040,nogeo
precio parquet instalado,5,4,40,1.29,http://www.hazmeprecio.com/presupuesto/poner-parquet,0.11,0.10,0.79,215000,"0.99,0.56,0.44,0.22,0.11,0.22,0.33,0.22,0.44,0.44,0.56,0.44",1428496040,nogeo
presupuesto persianas,6,5,40,2.45,http://www.hazmeprecio.com/presupuesto/persianas,0.11,0.20,0.80,511000,"0.60,0.40,0.99,0.80,0.80,0.80,0.99,0.60,0.60,0.60,0.60,0.60",1428285631,nogeo
doble ventana precio,5,5,40,0.66,http://www.hazmeprecio.com/presupuesto/dobles-ventanas,0.11,0.05,0.85,778000,"0.33,0.22,0.33,0.44,0.22,0.44,0.22,0.99,0.56,0.33,0.33,0.78",1428438243,nogeo
cristales precios,6,8,40,0.83,http://www.hazmeprecio.com/presupuesto/cristales,0.11,0.06,0.56,849000,"0.43,0.43,0.56,0.43,0.71,0.28,0.43,0.99,0.71,0.43,0.28,0.71",1428737321,nogeo
pintores en castellon,6,8,40,1.10,http://www.hazmeprecio.com/presupuesto/pintores/castellon,0.11,0.09,0.96,306000,"0.33,0.44,0.99,0.99,0.44,0.22,0.56,0.56,0.33,0.22,0.44,0.22",1428304624,geo
cuanto vale un extintor,5,6,40,1.07,http://www.hazmeprecio.com/presupuesto/recarga-extintores,0.11,0.08,0.65,72000,"0.56,0.28,0.56,0.56,0.28,0.28,0.56,0.43,0.71,0.99,0.99,0.71",1428309608,nogeo
carpinteria de aluminio precios,13,0,210,1.59,http://www.hazmeprecio.com/presupuesto/carpinteria-de-aluminio,0.11,0.12,0.96,1140000,"0.81,0.66,0.66,0.44,0.53,0.81,0.81,0.99,0.81,0.53,0.53,0.66",1428765687,nogeo
acuchillar parquet precio,13,11,210,2.38,http://www.hazmeprecio.com/presupuesto/acuchillar-parquet,0.11,0.18,0.77,46000,"0.12,0.36,0.81,0.28,0.12,0.07,0.24,0.19,0.28,0.19,0.81,0.99",1428741268,nogeo
detectives privados jaen,13,11,210,0.28,http://www.hazmeprecio.com/presupuesto/detectives-privados/jaen,0.11,0.02,0.65,25000,"0.67,0.54,0.54,0.54,0.44,0.28,0.28,0.19,0.19,0.15,0.54,0.99",1428807767,geo
parquet tarragona,11,15,40,0.34,http://www.hazmeprecio.com/presupuesto/instaladores-de-parquet/tarragona,0.11,0.02,0.74,495000,"0.80,0.99,0.80,0.20,0.60,0.40,0.60,0.80,0.40,0.80,0.99,0.80",1428659813,geo
precio ventana oscilobatiente,11,10,40,0.46,http://www.hazmeprecio.com/presupuesto/ventanas-oscilobatientes,0.11,0.03,0.62,55000,"0.60,0.40,0.80,0.60,0.80,0.80,0.60,0.60,0.99,0.80,0.80,0.99",1428136434,nogeo
precio preinstalacion aire acondicionado,11,6,40,1.72,http://www.hazmeprecio.com/presupuesto/preinstalacion-aire-acondicionado,0.11,0.13,0.27,334000,"0.60,0.40,0.80,0.99,0.60,0.60,0.99,0.80,0.80,0.60,0.99,0.80",1428300744,nogeo
trabajos en pladur,11,17,40,0.02,http://www.hazmeprecio.com/presupuesto/trabajos-de-pladur,0.11,0.00,0.25,446000,"0.99,0.80,0.60,0.40,0.60,0.60,0.99,0.80,0.80,0.80,0.99,0.60",1428610689,nogeo
parquet precios m2,11,13,40,1.39,http://www.hazmeprecio.com/presupuesto/poner-parquet,0.11,0.10,0.79,434000,"0.99,0.99,0.60,0.80,0.60,0.99,0.60,0.80,0.80,0.60,0.99,0.80",1428495971,nogeo
precio aislamiento acustico,11,13,40,0.78,http://www.hazmeprecio.com/presupuesto/aislamiento-acustico,0.11,0.06,1.00,137000,"0.80,0.60,0.80,0.60,0.40,0.40,0.99,0.99,0.80,0.80,0.80,0.80",1428765657,nogeo
parquet en espiga,11,15,40,0.00,http://www.hazmeprecio.com/presupuesto/parquet-en-espiga,0.11,0.00,0.37,63000,"0.28,0.43,0.56,0.56,0.43,0.28,0.43,0.71,0.99,0.43,0.43,0.71",1428241204,nogeo
pedir presupuesto reforma,11,12,40,4.58,http://www.hazmeprecio.com/presupuesto/reforma,0.11,0.35,0.97,7270000,"0.44,0.22,0.33,0.56,0.56,0.33,0.99,0.99,0.33,0.33,0.44,0.11",1428323022,nogeo
cuanto cuesta una reforma,11,13,40,1.02,http://www.hazmeprecio.com/presupuesto/reforma-integral,0.11,0.07,0.36,984000,"0.80,0.80,0.60,0.60,0.60,0.60,0.99,0.99,0.80,0.80,0.99,0.80",1428165285,nogeo
precio canalon,11,12,40,0.77,http://www.hazmeprecio.com/presupuesto/instalacion-canalones,0.11,0.05,0.80,65000,"0.56,0.43,0.43,0.43,0.71,0.43,0.99,0.71,0.56,0.71,0.43,0.71",1428333901,nogeo
ventanas velux medidas,11,11,40,0.43,http://www.hazmeprecio.com/presupuesto/ventanas-velux,0.11,0.03,0.80,47000,"0.14,0.14,0.43,0.71,0.56,0.99,0.43,0.99,0.71,0.99,0.43,0.56",1428823641,nogeo
armarios exterior aluminio,11,9,40,0.42,http://www.hazmeprecio.com/presupuesto/armarios-aluminio,0.11,0.03,0.66,675000,"0.33,0.22,0.33,0.33,0.56,0.56,0.56,0.33,0.33,0.56,0.99,0.78",1428692692,nogeo
coste construccion casa,11,14,40,0.24,http://www.hazmeprecio.com/presupuesto/construccion-casa,0.11,0.01,0.68,2200000,"0.43,0.28,0.43,0.56,0.43,0.56,0.99,0.99,0.99,0.43,0.28,0.56",1428274427,nogeo
reformas en lugo,11,11,40,1.91,http://www.hazmeprecio.com/empresas/reformas/lugo,0.11,0.14,0.72,991000,"0.71,0.28,0.14,0.43,0.43,0.14,0.56,0.56,0.43,0.99,0.56,0.99",1428199174,geo
hormigon impreso leon,11,10,40,2.44,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/leon,0.11,0.18,0.67,37000,"0.28,0.56,0.71,0.28,0.43,0.28,0.56,0.99,0.99,0.56,0.43,0.56",1428243204,geo
precio mudanza piso,11,18,40,2.24,http://www.hazmeprecio.com/presupuesto/mudanza,0.11,0.17,0.88,398000,"0.11,0.33,0.44,0.44,0.33,0.33,0.33,0.44,0.22,0.22,0.56,0.99",1428141071,nogeo
pergola aluminio precio,11,11,40,0.71,http://www.hazmeprecio.com/presupuesto/pergola-aluminio,0.11,0.05,0.93,166000,"0.99,0.71,0.43,0.56,0.43,0.56,0.43,0.43,0.28,0.28,0.56,0.43",1428775080,nogeo
piscinas miguez,12,0,140,1.14,http://www.hazmeprecio.com/empresa/piscinas-miguez-orense,0.10,0.08,0.38,26000,"0.65,0.65,0.81,0.99,0.81,0.65,0.42,0.27,0.42,0.35,0.35,0.42",1428242924,nogeo
cerramiento de aluminio,12,13,140,1.61,http://www.hazmeprecio.com/presupuesto/cerramiento-aluminio,0.10,0.12,0.83,746000,"0.99,0.81,0.81,0.67,0.24,0.33,0.52,0.43,0.67,0.52,0.67,0.43",1428765445,nogeo
hormigon impreso cantabria,12,10,140,2.22,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/cantabria,0.10,0.16,0.60,65000,"0.44,0.34,0.34,0.22,0.66,0.66,0.99,0.44,0.34,0.34,0.34,0.44",1428318954,geo
armarios de aluminio,12,10,140,0.60,http://www.hazmeprecio.com/presupuesto/armarios-aluminio,0.10,0.04,0.74,2820000,"0.65,0.65,0.53,0.65,0.82,0.82,0.99,0.99,0.82,0.53,0.82,0.99",1428351844,nogeo
presupuesto aire acondicionado,12,13,140,2.87,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.10,0.21,0.91,747000,"0.65,0.54,0.65,0.99,0.81,0.42,0.54,0.35,0.35,0.27,0.42,0.27",1428123476,nogeo
presupuestos pintura piso,3,5,20,6.30,http://www.hazmeprecio.com/presupuesto/pintar-piso,0.10,0.46,0.86,1100000,"0.99,0.99,0.67,0.99,0.67,0.33,0.67,0.67,0.33,0.33,0.67,0.33",1428295852,nogeo
net valles,3,4,20,0.00,http://www.hazmeprecio.com/empresa/net-valles,0.10,0.00,0.00,10500000,"0.99,0.25,0.50,0.25,0.25,0.25,0.50,0.50,0.50,0.25,0.50,0.25",1428650858,geo
presupuesto microcemento,3,3,20,1.91,http://www.hazmeprecio.com/presupuesto/microcemento,0.10,0.14,0.91,232000,"0.67,0.99,0.67,0.67,0.67,0.33,0.33,0.33,0.99,0.67,0.33,0.67",1428420212,nogeo
presupuesto pintar fachada,3,4,20,0.00,http://www.hazmeprecio.com/presupuesto/pintar-fachada,0.10,0.00,0.71,242000,"0.99,0.99,0.99,0.99,0.99,0.50,0.99,0.50,0.50,0.50,0.50,0.50",1428127802,nogeo
precio instalacion tarima,3,3,20,1.58,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante,0.10,0.11,0.84,299000,"0.60,0.20,0.20,0.20,0.40,0.40,0.20,0.60,0.40,0.60,0.40,0.99",1428597519,nogeo
soladores en madrid,3,4,20,0.34,http://www.hazmeprecio.com/presupuesto/soladores--alicatadores/madrid,0.10,0.02,0.49,38000,"0.40,0.60,0.99,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.60",1428808323,geo
cuanto cuesta vestir un armario empotrado,3,3,20,0.43,http://www.hazmeprecio.com/presupuesto/vestir-armarios,0.10,0.03,0.41,3000,"0.75,0.75,0.50,0.25,0.50,0.50,0.50,0.50,0.25,0.25,0.75,0.99",1428424838,nogeo
presupuesto techo pladur,3,6,20,1.56,http://www.hazmeprecio.com/presupuesto/techo-de-pladur,0.10,0.11,0.38,250000,"0.50,0.25,0.50,0.75,0.75,0.50,0.25,0.50,0.75,0.50,0.75,0.99",1428477713,nogeo
hormigon impreso barcelona,21,0,880,1.13,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/barcelona,0.10,0.08,0.84,136000,"0.20,0.16,0.45,0.30,0.62,0.81,0.99,0.99,0.16,0.16,0.45,0.45",1428620157,geo
precio reforma cocina completa,7,7,40,1.96,http://www.hazmeprecio.com/presupuesto/reforma-integral-cocina,0.09,0.12,0.77,419000,"0.71,0.99,0.56,0.56,0.43,0.56,0.71,0.56,0.71,0.28,0.43,0.43",1428520245,nogeo
microcemento precio metro cuadrado,7,0,40,1.11,http://www.hazmeprecio.com/presupuesto/microcemento,0.09,0.07,0.90,20000,"0.56,0.14,0.28,0.28,0.43,0.28,0.99,0.99,0.56,0.71,0.43,0.43",1428506342,nogeo
precios de rejas para ventanas,7,7,40,0.69,http://www.hazmeprecio.com/presupuesto/rejas-ventanas,0.09,0.04,0.84,567000,"0.40,0.40,0.99,0.80,0.40,0.80,0.99,0.99,0.80,0.20,0.80,0.99",1428404844,nogeo
precio colocacion pladur,7,7,40,0.90,http://www.hazmeprecio.com/presupuesto/poner-pladur,0.09,0.05,0.15,149000,"0.43,0.56,0.43,0.56,0.43,0.56,0.43,0.56,0.71,0.28,0.99,0.71",1428774873,nogeo
cristaleria san sebastian de los reyes,7,8,40,0.79,http://www.hazmeprecio.com/presupuesto/cristaleria/madrid/san-sebastian-de-los-reyes,0.09,0.05,0.33,26000,"0.60,0.60,0.60,0.40,0.40,0.99,0.80,0.80,0.99,0.60,0.99,0.99",1428318276,geo
presupuesto aire acondicionado por conductos,7,9,40,2.42,http://www.hazmeprecio.com/presupuesto/aire-acondicionado-por-conductos,0.09,0.15,0.86,105000,"0.99,0.99,0.56,0.71,0.43,0.43,0.71,0.28,0.28,0.43,0.71,0.28",1428684340,nogeo
precio m2 silestone,7,6,40,0.28,http://www.hazmeprecio.com/presupuesto/encimera-silestone,0.09,0.01,0.28,139000,"0.99,0.71,0.56,0.56,0.56,0.43,0.56,0.56,0.71,0.56,0.56,0.56",1428115246,nogeo
precio instalacion parquet,7,7,40,1.23,http://www.hazmeprecio.com/presupuesto/instalacion-parquet,0.09,0.08,0.79,359000,"0.71,0.71,0.28,0.43,0.56,0.43,0.71,0.71,0.99,0.28,0.71,0.71",1428395618,nogeo
precio construir chalet,7,7,40,0.59,http://www.hazmeprecio.com/presupuesto/construir-chalet,0.09,0.03,0.62,427000,"0.60,0.80,0.80,0.60,0.80,0.60,0.80,0.99,0.80,0.60,0.80,0.60",1428386501,nogeo
baldas de escayola,7,10,40,0.46,http://www.hazmeprecio.com/presupuesto/estanteria-escayola,0.09,0.03,0.31,64000,"0.60,0.99,0.80,0.40,0.80,0.80,0.80,0.99,0.99,0.40,0.99,0.60",1428097297,nogeo
techo pladur precio,7,6,40,0.00,http://www.hazmeprecio.com/presupuesto/techo-de-pladur,0.09,0.00,0.21,282000,"0.99,0.71,0.14,0.43,0.71,0.28,0.28,0.43,0.56,0.28,0.99,0.99",1428486757,nogeo
toldos vallirana,7,9,40,0.30,http://www.hazmeprecio.com/empresa/toldos-vallirana,0.09,0.01,0.43,37000,"0.71,0.71,0.71,0.71,0.99,0.28,0.43,0.43,0.43,0.28,0.43,0.56",1428442624,geo
presupuesto para pintar un piso,7,0,40,3.05,http://www.hazmeprecio.com/presupuesto/pintar-piso,0.09,0.20,0.72,497000,"0.99,0.14,0.14,0.28,0.99,0.71,0.71,0.71,0.43,0.14,0.56,0.56",1428568948,nogeo
cuanto vale una cocina completa,7,8,40,0.36,http://www.hazmeprecio.com/presupuesto/reforma-cocina,0.09,0.02,0.37,276000,"0.56,0.43,0.43,0.14,0.28,0.56,0.56,0.71,0.71,0.43,0.99,0.56",1428745690,nogeo
estanterias escayola,7,6,40,0.32,http://www.hazmeprecio.com/presupuesto/estanteria-escayola,0.09,0.02,0.37,82000,"0.60,0.80,0.80,0.60,0.60,0.60,0.99,0.80,0.80,0.60,0.60,0.60",1428420358,nogeo
reforma integral cocina,7,7,40,2.63,http://www.hazmeprecio.com/presupuesto/reforma-integral-cocina,0.09,0.17,0.83,469000,"0.44,0.44,0.44,0.44,0.33,0.22,0.44,0.22,0.33,0.99,0.44,0.56",1428261334,nogeo
cancelas de aluminio precios,7,6,40,1.04,http://www.hazmeprecio.com/presupuesto/cancela-metalica,0.09,0.06,0.78,65000,"0.33,0.56,0.56,0.33,0.78,0.78,0.99,0.33,0.33,0.11,0.33,0.33",1428491601,nogeo
techar terraza,7,7,40,0.00,http://www.hazmeprecio.com/presupuesto/techar-terraza,0.09,0.00,0.28,304000,"0.71,0.71,0.99,0.56,0.56,0.28,0.14,0.43,0.43,0.14,0.56,0.56",1428236385,nogeo
velux precios,17,17,390,0.59,http://www.hazmeprecio.com/presupuesto/ventanas-velux,0.09,0.03,0.70,148000,"0.99,0.08,0.10,0.36,0.99,0.44,0.12,0.08,0.67,0.55,0.55,0.30",1428236382,nogeo
precio m2 construccion,13,10,170,0.78,http://www.hazmeprecio.com/presupuesto/construccion-vivienda-unifamiliar,0.09,0.04,0.52,9450000,"0.52,0.43,0.52,0.43,0.67,0.81,0.99,0.99,0.81,0.52,0.81,0.99",1428668464,nogeo
precio acuchillar parquet,13,13,170,2.52,http://www.hazmeprecio.com/presupuesto/acuchillar-parquet,0.09,0.15,0.67,47000,"0.81,0.65,0.65,0.65,0.65,0.65,0.54,0.54,0.54,0.42,0.99,0.99",1428619733,nogeo
reformas integrales zaragoza,13,12,170,1.99,http://www.hazmeprecio.com/empresas/reformas-integrales/zaragoza,0.09,0.12,0.85,284000,"0.28,0.28,0.34,0.53,0.53,0.53,0.53,0.34,0.66,0.34,0.81,0.99",1428123419,geo
instalar aire acondicionado precio,8,9,50,1.79,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.08,0.11,0.91,559000,"0.27,0.45,0.99,0.82,0.82,0.45,0.36,0.18,0.27,0.27,0.36,0.27",1428338060,nogeo
reformas ourense,10,10,50,1.06,http://www.hazmeprecio.com/empresas/reformas/ourense,0.08,0.06,0.65,965000,"0.56,0.99,0.44,0.22,0.56,0.33,0.56,0.44,0.44,0.33,0.44,0.56",1428382752,geo
precio hora fontanero,10,9,50,1.89,http://www.hazmeprecio.com/presupuesto/fontaneria,0.08,0.11,0.79,222000,"0.56,0.56,0.56,0.71,0.99,0.56,0.71,0.71,0.99,0.71,0.99,0.71",1428236172,nogeo
cerrar terraza aluminio,6,8,30,1.33,http://www.hazmeprecio.com/presupuesto/cerramiento-terraza,0.08,0.08,0.74,535000,"0.56,0.14,0.14,0.14,0.14,0.28,0.71,0.99,0.71,0.28,0.99,0.71",1428660013,nogeo
tarima flotante granada,9,8,50,1.07,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante/granada,0.08,0.06,0.86,303000,"0.78,0.56,0.78,0.44,0.56,0.44,0.56,0.33,0.78,0.33,0.99,0.99",1428150138,geo
presupuesto tejado,6,6,30,2.08,http://www.hazmeprecio.com/presupuesto/tejados,0.08,0.12,0.53,417000,"0.50,0.75,0.50,0.50,0.75,0.75,0.75,0.50,0.99,0.99,0.50,0.50",1428187582,nogeo
precio de pladur colocado,6,6,30,0.00,http://www.hazmeprecio.com/presupuesto/poner-pladur,0.08,0.00,0.12,23000,"0.40,0.20,0.40,0.20,0.20,0.99,0.80,0.80,0.80,0.20,0.80,0.80",1428438459,nogeo
pintores en guadalajara,5,9,30,0.74,http://www.hazmeprecio.com/presupuesto/pintores/guadalajara,0.08,0.04,0.69,672000,"0.99,0.22,0.11,0.33,0.33,0.22,0.11,0.22,0.56,0.11,0.22,0.33",1428659402,geo
contenedores badajoz,10,18,50,0.83,http://www.hazmeprecio.com/presupuesto/alquiler-de-contenedores/badajoz,0.08,0.05,0.30,446000,"0.56,0.99,0.71,0.71,0.71,0.43,0.56,0.71,0.56,0.56,0.56,0.56",1428376189,geo
presupuesto electricidad vivienda,6,10,30,1.03,http://www.hazmeprecio.com/presupuesto/electricidad-vivienda,0.08,0.06,0.54,571000,"0.43,0.14,0.99,0.43,0.28,0.56,0.14,0.43,0.28,0.14,0.56,0.99",1428688083,nogeo
tabiques de pladur precio,8,9,50,0.22,http://www.hazmeprecio.com/presupuesto/tabique-pladur,0.08,0.01,0.33,166000,"0.33,0.22,0.44,0.44,0.56,0.56,0.44,0.44,0.33,0.44,0.78,0.99",1428783661,nogeo
